"log_id";"user";"currenttrial";"img";"goodanswer";"answer";"answerhistory";"isgoodanswer";"certitude";"certitudeHistory";"timestamp";"time"
"67";"199741164";"4";"311";"Mesange charbonniere";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"1";"6";"""[""6""]""";"1670945805477";"112230"
"47";"199741164";"0";"312";"Mesange nonnette";"[""Mesange noire""]";"""[""Mesange noire"",""Mesange charbonniere"",""Mesange noire""]""";"0";"5";"""[""5"",""5""]""";"1670945805477";"39617"
"200";"199741164";"9";"323";"Pigeon biset";"[""Pigeon biset""]";"""[""Pigeon biset""]""";"1";"7";"""[""7""]""";"1670945805477";"351678"
"178";"199741164";"7";"326";"Pigeon ramier";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"1";"7";"""[""7""]""";"1670945805477";"314594"
"217";"199741164";"13";"332";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"7";"""[""7""]""";"1670945805477";"384618"
"495";"205327142";"19";"84";"Pigeon biset";"[""Pigeon biset""]";"""[""Pigeon biset""]""";"1";"5";"""[""5""]""";"1670947535323";"213027"
"491";"205327142";"17";"133";"Pigeon ramier";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"1";"5";"""[""5""]""";"1670947535323";"197295"
"465";"205327142";"1";"144";"Choucas des tours";"[""Choucas des tours""]";"""[""Choucas des tours""]""";"1";"4";"""[""5"",""4""]""";"1670947535323";"37112"
"479";"205327142";"10";"166";"Mesange nonnette";"[""Mesange nonnette""]";"""[""Mesange nonnette""]""";"1";"5";"""[""4"",""5""]""";"1670947535323";"141972"
"481";"205327142";"11";"185";"Choucas des tours";"[""Corneille noire""]";"""[""Corneille noire""]""";"0";"5";"""[""5""]""";"1670947535323";"149272"
"488";"205327142";"16";"200";"Corneille noire";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"0";"6";"""[""6""]""";"1670947535323";"187106"
"472";"205327142";"6";"206";"Corneille noire";"[""Corbeau freux""]";"""[""Corbeau freux""]""";"0";"4";"""[""4""]""";"1670947535323";"95212"
"468";"205327142";"4";"209";"Mesange charbonniere";"[""Mesange nonnette""]";"""[""Mesange nonnette""]""";"0";"5";"""[""5""]""";"1670947535323";"70275"
"484";"205327142";"14";"214";"Mesange charbonniere";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"1";"7";"""[""7""]""";"1670947535323";"170986"
"460";"205327142";"0";"218";"Mesange nonnette";"[""Mesange nonnette""]";"""[""Mesange nonnette""]""";"1";"5";"""[""5""]""";"1670947535323";"19289"
"467";"205327142";"3";"259";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"7";"""[""7""]""";"1670947535323";"53315"
"492";"205327142";"18";"272";"Grand corbeau";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"1";"5";"""[""5""]""";"1670947535323";"204049"
"476";"205327142";"8";"277";"Grand corbeau";"[""Corbeau freux""]";"""[""Corbeau freux""]""";"0";"5";"""[""5""]""";"1670947535323";"124116"
"466";"205327142";"2";"279";"Mesange noire";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"0";"6";"""[""6""]""";"1670947535323";"43227"
"470";"205327142";"5";"291";"Corbeau freux";"[""Corneille noire""]";"""[""Corneille noire""]""";"0";"5";"""[""5""]""";"1670947535323";"82205"
"487";"205327142";"15";"301";"Corbeau freux";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"0";"5";"""[""7"",""5""]""";"1670947535323";"181330"
"482";"205327142";"12";"319";"Mesange noire";"[""Mesange nonnette""]";"""[""Mesange nonnette""]""";"0";"4";"""[""4""]""";"1670947535323";"158014"
"478";"205327142";"9";"321";"Pigeon biset";"[""Pigeon biset""]";"""[""Pigeon biset""]""";"1";"4";"""[""4""]""";"1670947535323";"133905"
"474";"205327142";"7";"327";"Pigeon ramier";"[""Pigeon ramier""]";"""[""Pigeon biset"",""Pigeon ramier""]""";"1";"5";"""[""5""]""";"1670947535323";"114446"
"483";"205327142";"13";"333";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"7";"""[""7""]""";"1670947535323";"165384"
"766";"228570095";"14";"7";"Mesange charbonniere";"[""Mesange nonnette""]";"""[""Mesange nonnette""]""";"0";"2";"""[""2""]""";"1670949852626";"168909"
"749";"228570095";"4";"125";"Mesange charbonniere";"[""Mesange nonnette""]";"""[""Mesange nonnette""]""";"0";"2";"""[""2""]""";"1670949852626";"61416"
"752";"228570095";"6";"147";"Corneille noire";"[""Corbeau freux""]";"""[""Corbeau freux""]""";"0";"2";"""[""2""]""";"1670949852626";"88464"
"769";"228570095";"16";"149";"Corneille noire";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"0";"3";"""[""3""]""";"1670949852626";"185618"
"768";"228570095";"15";"151";"Corbeau freux";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"0";"3";"""[""3""]""";"1670949852626";"178387"
"750";"228570095";"5";"158";"Corbeau freux";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"0";"2";"""[""2""]""";"1670949852626";"77719"
"760";"228570095";"11";"179";"Choucas des tours";"[""Corneille noire""]";"""[""Corneille noire""]""";"0";"3";"""[""3""]""";"1670949852626";"136158"
"745";"228570095";"1";"184";"Choucas des tours";"[""Corbeau freux""]";"""[""Corbeau freux""]""";"0";"3";"""[""3""]""";"1670949852626";"34135"
"773";"228570095";"18";"207";"Grand corbeau";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"1";"3";"""[""3""]""";"1670949852626";"199938"
"759";"228570095";"10";"219";"Mesange nonnette";"[""Choucas des tours""]";"""[""Choucas des tours""]""";"0";"1";"""[""2"",""1""]""";"1670949852626";"129348"
"743";"228570095";"0";"224";"Mesange nonnette";"[""Mesange noire""]";"""[""Mesange nonnette"",""Mesange noire""]""";"0";"2";"""[""2""]""";"1670949852626";"17948"
"774";"228570095";"19";"242";"Pigeon biset";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"0";"3";"""[""3""]""";"1670949852626";"207955"
"757";"228570095";"9";"246";"Pigeon biset";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"0";"3";"""[""3""]""";"1670949852626";"117165"
"753";"228570095";"7";"247";"Pigeon ramier";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"1";"2";"""[""2""]""";"1670949852626";"99856"
"771";"228570095";"17";"251";"Pigeon ramier";"[""Pigeon biset""]";"""[""Pigeon biset""]""";"0";"2";"""[""2""]""";"1670949852626";"194023"
"747";"228570095";"3";"257";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"2";"""[""2""]""";"1670949852626";"51868"
"764";"228570095";"13";"260";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"3";"""[""3""]""";"1670949852626";"158217"
"755";"228570095";"8";"267";"Grand corbeau";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"1";"2";"""[""2""]""";"1670949852626";"107568"
"762";"228570095";"12";"278";"Mesange noire";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"0";"2";"""[""2""]""";"1670949852626";"145595"
"746";"228570095";"2";"290";"Mesange noire";"[""Mesange noire""]";"""[""Mesange noire""]""";"1";"3";"""[""3""]""";"1670949852626";"42076"
"108";"262559227";"1";"31";"Choucas des tours";"[""Grand corbeau""]";"""[""Corbeau freux"",""Grand corbeau""]""";"0";"6";"""[""6""]""";"1670945915233";"90762"
"150";"262559227";"3";"117";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"7";"""[""7""]""";"1670945915233";"158683"
"259";"262559227";"17";"135";"Pigeon ramier";"[""Pigeon biset""]";"""[""Pigeon biset""]""";"0";"6";"""[""6""]""";"1670945915233";"476388"
"185";"262559227";"6";"148";"Corneille noire";"[""Corneille noire""]";"""[""Corneille noire""]""";"1";"7";"""[""7""]""";"1670945915233";"216641"
"257";"262559227";"15";"150";"Corbeau freux";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"0";"6";"""[""6""]""";"1670945915233";"453486"
"162";"262559227";"5";"170";"Corbeau freux";"[""Corbeau freux""]";"""[""Corbeau freux""]""";"1";"7";"""[""7""]""";"1670945915233";"177828"
"258";"262559227";"16";"204";"Corneille noire";"[""Corbeau freux""]";"""[""Grand corbeau"",""Corbeau freux""]""";"0";"5";"""[""5""]""";"1670945915233";"464521"
"256";"262559227";"14";"212";"Mesange charbonniere";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"1";"7";"""[""7""]""";"1670945915233";"441601"
"232";"262559227";"10";"220";"Mesange nonnette";"[""Mesange noire""]";"""[""Mesange noire""]""";"0";"6";"""[""6""]""";"1670945915233";"314959"
"262";"262559227";"19";"240";"Pigeon biset";"[""Pigeon biset""]";"""[""Pigeon biset"",""Pigeon ramier"",""Pigeon biset""]""";"1";"5";"""[""5""]""";"1670945915233";"511422"
"260";"262559227";"18";"271";"Grand corbeau";"[""Corbeau freux""]";"""[""Corbeau freux""]""";"0";"6";"""[""6""]""";"1670945915233";"488766"
"246";"262559227";"12";"282";"Mesange noire";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"0";"6";"""[""6""]""";"1670945915233";"368729"
"146";"262559227";"2";"289";"Mesange noire";"[""Mesange noire""]";"""[""Mesange noire""]""";"1";"7";"""[""7""]""";"1670945915233";"147446"
"244";"262559227";"11";"300";"Choucas des tours";"[""Choucas des tours""]";"""[""Choucas des tours""]""";"1";"6";"""[""6""]""";"1670945915233";"354445"
"222";"262559227";"8";"304";"Grand corbeau";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"1";"6";"""[""7"",""6""]""";"1670945915233";"289292"
"157";"262559227";"4";"311";"Mesange charbonniere";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"1";"7";"""[""7""]""";"1670945915233";"168288"
"78";"262559227";"0";"312";"Mesange nonnette";"[""Mesange nonnette""]";"""[""Mesange nonnette""]""";"1";"5";"""[""5""]""";"1670945915233";"26639"
"226";"262559227";"9";"323";"Pigeon biset";"[""Pigeon biset""]";"""[""Pigeon biset""]""";"1";"7";"""[""7""]""";"1670945915233";"298918"
"218";"262559227";"7";"326";"Pigeon ramier";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"1";"7";"""[""7""]""";"1670945915233";"277695"
"248";"262559227";"13";"332";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"7";"""[""7""]""";"1670945915233";"376097"
"337";"297368087";"14";"7";"Mesange charbonniere";"[""Mesange nonnette""]";"""[""Mesange nonnette""]""";"0";"5";"""[""5""]""";"1670946213584";"844341"
"309";"297368087";"4";"125";"Mesange charbonniere";"[""Mesange nonnette""]";"""[""Mesange nonnette""]""";"0";"5";"""[""5""]""";"1670946213584";"745140"
"315";"297368087";"6";"147";"Corneille noire";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"0";"1";"""[""1""]""";"1670946213584";"767375"
"340";"297368087";"16";"149";"Corneille noire";"[""Corbeau freux""]";"""[""Corbeau freux""]""";"0";"1";"""[""1""]""";"1670946213584";"857370"
"339";"297368087";"15";"151";"Corbeau freux";"[""Corneille noire""]";"""[""Corneille noire""]""";"0";"4";"""[""4""]""";"1670946213584";"849864"
"312";"297368087";"5";"158";"Corbeau freux";"[""Corneille noire""]";"""[""Corneille noire""]""";"0";"3";"""[""3""]""";"1670946213584";"755669"
"330";"297368087";"11";"179";"Choucas des tours";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"0";"1";"""[""1""]""";"1670946213584";"817029"
"303";"297368087";"1";"184";"Choucas des tours";"[""Corneille noire""]";"""[""Corneille noire""]""";"0";"1";"""[""1""]""";"1670946213584";"718450"
"343";"297368087";"18";"207";"Grand corbeau";"[""Corbeau freux""]";"""[""Corbeau freux""]""";"0";"2";"""[""2""]""";"1670946213584";"872005"
"327";"297368087";"10";"219";"Mesange nonnette";"[""Choucas des tours""]";"""[""Choucas des tours""]""";"0";"1";"""[""1""]""";"1670946213584";"807786"
"231";"297368087";"0";"224";"Mesange nonnette";"[""Mesange noire""]";"""[""Mesange noire""]""";"0";"1";"""[""2"",""1""]""";"1670946213584";"11660"
"345";"297368087";"19";"242";"Pigeon biset";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"0";"5";"""[""5""]""";"1670946213584";"881130"
"323";"297368087";"9";"246";"Pigeon biset";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"0";"5";"""[""5""]""";"1670946213584";"797284"
"318";"297368087";"7";"247";"Pigeon ramier";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"1";"5";"""[""5""]""";"1670946213584";"774856"
"341";"297368087";"17";"251";"Pigeon ramier";"[""Pigeon biset""]";"""[""Pigeon biset""]""";"0";"3";"""[""3""]""";"1670946213584";"863500"
"307";"297368087";"3";"257";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"5";"""[""6"",""5""]""";"1670946213584";"734464"
"336";"297368087";"13";"260";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"6";"""[""6""]""";"1670946213584";"837496"
"320";"297368087";"8";"267";"Grand corbeau";"[""Grand corbeau""]";"""[""Corbeau freux"",""Grand corbeau""]""";"1";"5";"""[""5""]""";"1670946213584";"784293"
"334";"297368087";"12";"278";"Mesange noire";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"0";"4";"""[""4""]""";"1670946213584";"828648"
"305";"297368087";"2";"290";"Mesange noire";"[""Mesange nonnette""]";"""[""Mesange nonnette""]""";"0";"3";"""[""3""]""";"1670946213584";"726594"
"854";"326300689";"13";"10";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"7";"""[""7""]""";"1670950453076";"331303"
"859";"326300689";"18";"75";"Grand corbeau";"[""Choucas des tours""]";"""[""Choucas des tours""]""";"0";"5";"""[""5""]""";"1670950453076";"436260"
"841";"326300689";"4";"128";"Mesange charbonniere";"[""Mesange nonnette""]";"""[""Mesange nonnette""]""";"0";"3";"""[""3""]""";"1670950453076";"150131"
"860";"326300689";"19";"131";"Pigeon biset";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"0";"5";"""[""5""]""";"1670950453076";"452561"
"858";"326300689";"17";"134";"Pigeon ramier";"[""Pigeon biset""]";"""[""Pigeon biset""]""";"0";"5";"""[""5""]""";"1670950453076";"424688"
"853";"326300689";"12";"162";"Mesange noire";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"0";"6";"""[""6""]""";"1670950453076";"322996"
"832";"326300689";"0";"165";"Mesange nonnette";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"0";"3";"""[""3""]""";"1670950453076";"30733"
"856";"326300689";"15";"173";"Corbeau freux";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"0";"6";"""[""6""]""";"1670950453076";"392541"
"847";"326300689";"6";"202";"Corneille noire";"[""Corneille noire""]";"""[""Corneille noire""]""";"1";"6";"""[""6""]""";"1670950453076";"206811"
"857";"326300689";"16";"203";"Corneille noire";"[""Choucas des tours""]";"""[""Choucas des tours""]""";"0";"4";"""[""4""]""";"1670950453076";"408205"
"851";"326300689";"10";"222";"Mesange nonnette";"[""Mesange nonnette""]";"""[""Mesange nonnette""]""";"1";"4";"""[""4""]""";"1670950453076";"287782"
"837";"326300689";"3";"258";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"6";"""[""6""]""";"1670950453076";"126891"
"849";"326300689";"8";"273";"Grand corbeau";"[""Corneille noire""]";"""[""Corneille noire""]""";"0";"3";"""[""3""]""";"1670950453076";"255179"
"835";"326300689";"2";"284";"Mesange noire";"[""Mesange noire""]";"""[""Mesange noire""]""";"1";"5";"""[""5""]""";"1670950453076";"113883"
"844";"326300689";"5";"293";"Corbeau freux";"[""Corneille noire""]";"""[""Corneille noire""]""";"0";"6";"""[""6""]""";"1670950453076";"172569"
"852";"326300689";"11";"298";"Choucas des tours";"[""Mesange noire""]";"""[""Mesange noire""]""";"0";"5";"""[""5""]""";"1670950453076";"306756"
"833";"326300689";"1";"299";"Choucas des tours";"[""Corbeau freux""]";"""[""Corbeau freux""]""";"0";"2";"""[""2""]""";"1670950453076";"57619"
"855";"326300689";"14";"308";"Mesange charbonniere";"[""Mesange nonnette""]";"""[""Mesange nonnette""]""";"0";"5";"""[""5""]""";"1670950453076";"378072"
"850";"326300689";"9";"320";"Pigeon biset";"[""Pigeon biset""]";"""[""Pigeon biset""]""";"1";"4";"""[""4""]""";"1670950453076";"268727"
"848";"326300689";"7";"325";"Pigeon ramier";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"1";"7";"""[""7""]""";"1670950453076";"220786"
"530";"337117277";"4";"126";"Mesange charbonniere";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"1";"4";"""[""4""]""";"1670947956985";"66285"
"577";"337117277";"19";"132";"Pigeon biset";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"0";"5";"""[""5""]""";"1670947956985";"198757"
"571";"337117277";"17";"136";"Pigeon ramier";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"1";"5";"""[""5""]""";"1670947956985";"183379"
"549";"337117277";"11";"145";"Choucas des tours";"[""Corbeau freux""]";"""[""Corbeau freux""]""";"0";"2";"""[""2""]""";"1670947956985";"136448"
"569";"337117277";"16";"146";"Corneille noire";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"0";"2";"""[""2""]""";"1670947956985";"176619"
"531";"337117277";"5";"174";"Corbeau freux";"[""Choucas des tours""]";"""[""Corneille noire"",""Choucas des tours""]""";"0";"3";"""[""3""]""";"1670947956985";"79553"
"566";"337117277";"15";"175";"Corbeau freux";"[""Choucas des tours""]";"""[""Choucas des tours""]""";"0";"2";"""[""2""]""";"1670947956985";"166895"
"522";"337117277";"1";"187";"Choucas des tours";"[""Corneille noire""]";"""[""Corneille noire""]""";"0";"2";"""[""2""]""";"1670947956985";"32930"
"532";"337117277";"6";"196";"Corneille noire";"[""Corbeau freux""]";"""[""Corbeau freux""]""";"0";"2";"""[""2""]""";"1670947956985";"88283"
"560";"337117277";"14";"210";"Mesange charbonniere";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"1";"2";"""[""2""]""";"1670947956985";"159011"
"521";"337117277";"0";"221";"Mesange nonnette";"[""Mesange noire""]";"""[""Mesange noire""]""";"0";"2";"""[""2""]""";"1670947956985";"21350"
"544";"337117277";"10";"226";"Mesange nonnette";"[""Mesange noire""]";"""[""Mesange noire""]""";"0";"2";"""[""2""]""";"1670947956985";"125752"
"542";"337117277";"9";"244";"Pigeon biset";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"0";"5";"""[""5""]""";"1670947956985";"116033"
"533";"337117277";"7";"252";"Pigeon ramier";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"1";"3";"""[""3""]""";"1670947956985";"98938"
"555";"337117277";"13";"261";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"5";"""[""5""]""";"1670947956985";"149988"
"527";"337117277";"3";"263";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"5";"""[""5""]""";"1670947956985";"57739"
"575";"337117277";"18";"276";"Grand corbeau";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"1";"2";"""[""2""]""";"1670947956985";"192211"
"525";"337117277";"2";"280";"Mesange noire";"[""Mesange noire""]";"""[""Mesange noire""]""";"1";"3";"""[""3""]""";"1670947956985";"48100"
"552";"337117277";"12";"285";"Mesange noire";"[""Mesange noire""]";"""[""Mesange noire""]""";"1";"5";"""[""5""]""";"1670947956985";"143707"
"536";"337117277";"8";"306";"Grand corbeau";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"1";"3";"""[""3""]""";"1670947956985";"106414"
"234";"390825286";"17";"63";"Pigeon ramier";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"1";"5";"""[""5""]""";"1670945889866";"343351"
"209";"390825286";"13";"120";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"3";"""[""3""]""";"1670945889866";"285470"
"180";"390825286";"9";"130";"Pigeon biset";"[""Pigeon biset""]";"""[""Pigeon biset""]""";"1";"5";"""[""5""]""";"1670945889866";"235708"
"145";"390825286";"5";"153";"Corbeau freux";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"0";"5";"""[""5""]""";"1670945889866";"171765"
"235";"390825286";"18";"155";"Grand corbeau";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"1";"5";"""[""5""]""";"1670945889866";"352246"
"74";"390825286";"0";"169";"Mesange nonnette";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"0";"3";"""[""3""]""";"1670945889866";"40613"
"227";"390825286";"15";"176";"Corbeau freux";"[""Grand corbeau""]";"""[""Grand corbeau"",""Grand corbeau""]""";"0";"5";"""[""5"",""5""]""";"1670945889866";"324660"
"194";"390825286";"11";"182";"Choucas des tours";"[""Corbeau freux""]";"""[""Corbeau freux""]""";"0";"5";"""[""5""]""";"1670945889866";"256820"
"159";"390825286";"6";"189";"Corneille noire";"[""Corbeau freux""]";"""[""Grand corbeau"",""Corbeau freux""]""";"0";"5";"""[""5""]""";"1670945889866";"194836"
"230";"390825286";"16";"193";"Corneille noire";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"0";"5";"""[""5""]""";"1670945889866";"333835"
"140";"390825286";"4";"215";"Mesange charbonniere";"[""Choucas des tours""]";"""[""Choucas des tours""]""";"0";"3";"""[""3""]""";"1670945889866";"160607"
"168";"390825286";"7";"249";"Pigeon ramier";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"1";"5";"""[""5""]""";"1670945889866";"210602"
"173";"390825286";"8";"275";"Grand corbeau";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"1";"5";"""[""5""]""";"1670945889866";"220510"
