"log_id";"user";"currenttrial";"img";"goodanswer";"answer";"answerhistory";"isgoodanswer";"certitude";"certitudeHistory";"timestamp";"time"
"186";"358845585";"16";"190";"Corneille noire";"[""Grand corbeau"",""Corbeau freux"",""Corneille noire""]";"""[""Grand corbeau"",""Corbeau freux"",""Corneille noire""]""";"1";"6";"""[""6""]""";"1648208104024";"353775"
"148";"358845585";"6";"194";"Corneille noire";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"0";"5";"""[""5""]""";"1648208104024";"191452"
"193";"358845585";"18";"205";"Grand corbeau";"[""Grand corbeau"",""Corbeau freux"",""Corneille noire""]";"""[""Grand corbeau"",""Corbeau freux"",""Corneille noire""]""";"1";"6";"""[""6""]""";"1648208104024";"373909"
"182";"358845585";"14";"213";"Mesange charbonniere";"[""Choucas des tours"",""Mesange nonnette""]";"""[""Mesange noire"",""Choucas des tours"",""Mesange nonnette""]""";"0";"5";"""[""5""]""";"1648208104024";"325053"
"141";"358845585";"4";"216";"Mesange charbonniere";"[""Choucas des tours"",""Mesange nonnette""]";"""[""Choucas des tours"",""Mesange nonnette""]""";"0";"6";"""[""6""]""";"1648208104024";"141059"
"164";"358845585";"9";"238";"Pigeon biset";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"0";"6";"""[""6""]""";"1648208104024";"252425"
"187";"358845585";"17";"253";"Pigeon ramier";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"1";"6";"""[""6""]""";"1648208104024";"360516"
"184";"358845585";"15";"295";"Corbeau freux";"[""Grand corbeau"",""Corbeau freux"",""Corneille noire""]";"""[""Corneille noire"",""Corbeau freux"",""Grand corbeau""]""";"1";"6";"""[""6""]""";"1648208104024";"340416"
"159";"358845585";"8";"305";"Grand corbeau";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"1";"6";"""[""6""]""";"1648208104024";"237746"
"171";"358845585";"10";"314";"Mesange nonnette";"[""Mesange charbonniere"",""Choucas des tours"",""Mesange nonnette""]";"""[""Mesange charbonniere"",""Choucas des tours"",""Mesange nonnette""]""";"1";"5";"""[""5""]""";"1648208104024";"276141"
"125";"358845585";"0";"315";"Mesange nonnette";"[""Mesange noire"",""Mesange charbonniere"",""Choucas des tours"",""Mesange nonnette""]";"""[""Mesange nonnette"",""Choucas des tours"",""Mesange charbonniere"",""Mesange noire""]""";"1";"6";"""[""6""]""";"1648208104024";"42240"
"134";"358845585";"2";"317";"Mesange noire";"[""Mesange charbonniere"",""Choucas des tours"",""Mesange nonnette""]";"""[""Mesange charbonniere"",""Choucas des tours"",""Mesange nonnette""]""";"0";"6";"""[""6""]""";"1648208104024";"105917"
"156";"358845585";"7";"329";"Pigeon ramier";"[""Pigeon ramier"",""Pigeon biset""]";"""[""Pigeon biset"",""Pigeon ramier"",""Pigeon biset""]""";"1";"6";"""[""6""]""";"1648208104024";"223508"
"137";"358845585";"3";"330";"Rouge gorge";"[""Choucas des tours"",""Rouge gorge""]";"""[""Choucas des tours"",""Rouge gorge""]""";"1";"6";"""[""6""]""";"1648208104024";"121967"
"675";"410203298";"13";"10";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"7";"""[""7""]""";"1648210340848";"245559"
"687";"410203298";"18";"75";"Grand corbeau";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"1";"7";"""[""7""]""";"1648210340848";"295541"
"654";"410203298";"4";"128";"Mesange charbonniere";"[""Mesange nonnette"",""Mesange noire"",""Mesange charbonniere""]";"""[""Mesange noire"",""Mesange charbonniere"",""Mesange nonnette""]""";"1";"6";"""[""6""]""";"1648210340848";"130975"
"688";"410203298";"19";"131";"Pigeon biset";"[""Pigeon biset""]";"""[""Pigeon biset""]""";"1";"4";"""[""4""]""";"1648210340848";"302033"
"684";"410203298";"17";"134";"Pigeon ramier";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"1";"7";"""[""7""]""";"1648210340848";"283471"
"674";"410203298";"12";"162";"Mesange noire";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"0";"7";"""[""7""]""";"1648210340848";"240919"
"635";"410203298";"0";"165";"Mesange nonnette";"[""Mesange nonnette"",""Mesange noire"",""Mesange charbonniere""]";"""[""Mesange nonnette"",""Mesange noire"",""Mesange charbonniere""]""";"1";"6";"""[""6""]""";"1648210340848";"24557"
"682";"410203298";"15";"173";"Corbeau freux";"[""Grand corbeau"",""Choucas des tours""]";"""[""Grand corbeau"",""Choucas des tours""]""";"0";"4";"""[""4""]""";"1648210340848";"265779"
"662";"410203298";"6";"202";"Corneille noire";"[""Corneille noire""]";"""[""Corneille noire""]""";"1";"7";"""[""7""]""";"1648210340848";"163458"
"683";"410203298";"16";"203";"Corneille noire";"[""Corneille noire""]";"""[""Corneille noire""]""";"1";"7";"""[""7""]""";"1648210340848";"278262"
"670";"410203298";"10";"222";"Mesange nonnette";"[""Mesange nonnette"",""Mesange noire"",""Mesange charbonniere""]";"""[""Mesange noire"",""Mesange nonnette"",""Mesange charbonniere""]""";"1";"7";"""[""7""]""";"1648210340848";"214378"
"650";"410203298";"3";"258";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"7";"""[""7""]""";"1648210340848";"112578"
"665";"410203298";"8";"273";"Grand corbeau";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"1";"7";"""[""7""]""";"1648210340848";"188613"
"649";"410203298";"2";"284";"Mesange noire";"[""Mesange nonnette"",""Mesange noire"",""Mesange charbonniere""]";"""[""Mesange charbonniere"",""Mesange nonnette"",""Mesange noire""]""";"1";"6";"""[""6""]""";"1648210340848";"98095"
"658";"410203298";"5";"293";"Corbeau freux";"[""Choucas des tours""]";"""[""Choucas des tours""]""";"0";"7";"""[""7""]""";"1648210340848";"152544"
"672";"410203298";"11";"298";"Choucas des tours";"[""Corneille noire""]";"""[""Corneille noire""]""";"0";"7";"""[""7""]""";"1648210340848";"227553"
"641";"410203298";"1";"299";"Choucas des tours";"[""Corneille noire""]";"""[""Corneille noire""]""";"0";"6";"""[""6""]""";"1648210340848";"59957"
"677";"410203298";"14";"308";"Mesange charbonniere";"[""Mesange nonnette""]";"""[""Mesange nonnette""]""";"0";"7";"""[""7""]""";"1648210340848";"253755"
"667";"410203298";"9";"320";"Pigeon biset";"[""Pigeon biset""]";"""[""Pigeon biset""]""";"1";"5";"""[""5""]""";"1648210340848";"196576"
"663";"410203298";"7";"325";"Pigeon ramier";"[""Pigeon ramier"",""Pigeon biset""]";"""[""Pigeon ramier"",""Pigeon biset""]""";"1";"6";"""[""6""]""";"1648210340848";"174628"
"511";"414473458";"17";"63";"Pigeon ramier";"[""Pigeon biset"",""Pigeon ramier""]";"""[""Pigeon ramier"",""Pigeon biset""]""";"1";"7";"""[""7""]""";"1648209469071";"409934"
"489";"414473458";"13";"120";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"7";"""[""7""]""";"1648209469071";"358424"
"465";"414473458";"9";"130";"Pigeon biset";"[""Pigeon biset"",""Pigeon ramier""]";"""[""Pigeon biset"",""Pigeon ramier""]""";"1";"7";"""[""7""]""";"1648209469071";"269059"
"438";"414473458";"5";"153";"Corbeau freux";"[""Corbeau freux"",""Grand corbeau""]";"""[""Grand corbeau"",""Corbeau freux""]""";"1";"5";"""[""5""]""";"1648209469071";"176284"
"518";"414473458";"18";"155";"Grand corbeau";"[""Grand corbeau""]";"""[""Grand corbeau""]""";"1";"7";"""[""7""]""";"1648209469071";"424501"
"395";"414473458";"0";"169";"Mesange nonnette";"[""Choucas des tours"",""Mesange noire""]";"""[""Choucas des tours"",""Choucas des tours"",""Mesange noire""]""";"0";"3";"""[""3""]""";"1648209469071";"46544"
"499";"414473458";"15";"176";"Corbeau freux";"[""Corbeau freux""]";"""[""Corbeau freux"",""Grand corbeau""]""";"1";"7";"""[""7""]""";"1648209469071";"387332"
"477";"414473458";"11";"182";"Choucas des tours";"[""Corbeau freux"",""Corneille noire""]";"""[""Corbeau freux"",""Corneille noire""]""";"0";"5";"""[""5""]""";"1648209469071";"321921"
"445";"414473458";"6";"189";"Corneille noire";"[""Corbeau freux"",""Grand corbeau"",""Corneille noire""]";"""[""Corneille noire"",""Pigeon ramier"",""Grand corbeau"",""Corbeau freux""]""";"1";"5";"""[""5""]""";"1648209469071";"199602"
"505";"414473458";"16";"193";"Corneille noire";"[""Grand corbeau"",""Corneille noire""]";"""[""Grand corbeau"",""Corneille noire""]""";"1";"6";"""[""6""]""";"1648209469071";"397284"
"435";"414473458";"4";"215";"Mesange charbonniere";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"1";"7";"""[""7""]""";"1648209469071";"163761"
"458";"414473458";"7";"249";"Pigeon ramier";"[""Pigeon biset"",""Pigeon ramier""]";"""[""Mesange charbonniere"",""Pigeon ramier"",""Pigeon biset""]""";"1";"6";"""[""6""]""";"1648209469071";"239913"
"461";"414473458";"8";"275";"Grand corbeau";"[""Corbeau freux"",""Grand corbeau""]";"""[""Grand corbeau"",""Corbeau freux""]""";"1";"6";"""[""6""]""";"1648209469071";"255342"
"420";"414473458";"2";"281";"Mesange noire";"[""Mesange noire""]";"""[""Mesange nonnette"",""Mesange nonnette"",""Mesange nonnette"",""Mesange nonnette"",""Mesange charbonniere"",""Mesange noire""]""";"1";"4";"""[""4""]""";"1648209469071";"134564"
"484";"414473458";"12";"286";"Mesange noire";"[""Mesange nonnette"",""Mesange noire""]";"""[""Mesange charbonniere"",""Mesange noire"",""Mesange nonnette""]""";"1";"5";"""[""5""]""";"1648209469071";"344992"
"410";"414473458";"1";"296";"Choucas des tours";"[""Corneille noire""]";"""[""Corneille noire""]""";"0";"5";"""[""5""]""";"1648209469071";"89713"
"493";"414473458";"14";"309";"Mesange charbonniere";"[""Mesange nonnette"",""Mesange charbonniere""]";"""[""Mesange charbonniere"",""Mesange nonnette""]""";"1";"7";"""[""7""]""";"1648209469071";"368684"
"473";"414473458";"10";"313";"Mesange nonnette";"[""Choucas des tours""]";"""[""Choucas des tours""]""";"0";"4";"""[""4""]""";"1648209469071";"299152"
"521";"414473458";"19";"322";"Pigeon biset";"[""Pigeon biset"",""Pigeon ramier""]";"""[""Pigeon ramier"",""Pigeon biset""]""";"1";"7";"""[""7""]""";"1648209469071";"431464"
"428";"414473458";"3";"331";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"6";"""[""6""]""";"1648209469071";"150345"
"78";"415379468";"14";"7";"Mesange charbonniere";"[""Mesange noire"",""Mesange charbonniere""]";"""[""Mesange noire"",""Mesange charbonniere""]""";"1";"6";"""[""6""]""";"1648207406421";"395400"
"25";"415379468";"4";"125";"Mesange charbonniere";"[""Choucas des tours"",""Mesange nonnette""]";"""[""Mesange nonnette"",""Choucas des tours""]""";"0";"5";"""[""5""]""";"1648207406421";"201975"
"36";"415379468";"6";"147";"Corneille noire";"[""Grand corbeau"",""Corneille noire""]";"""[""Grand corbeau"",""Corneille noire""]""";"1";"5";"""[""5""]""";"1648207406421";"245692"
"83";"415379468";"16";"149";"Corneille noire";"[""Grand corbeau"",""Corneille noire""]";"""[""Grand corbeau"",""Corneille noire""]""";"1";"6";"""[""6""]""";"1648207406421";"416401"
"81";"415379468";"15";"151";"Corbeau freux";"[""Corbeau freux"",""Corneille noire""]";"""[""Corbeau freux"",""Corneille noire""]""";"1";"6";"""[""6""]""";"1648207406421";"406066"
"29";"415379468";"5";"158";"Corbeau freux";"[""Corneille noire""]";"""[""Corneille noire""]""";"0";"6";"""[""6""]""";"1648207406421";"227769"
"67";"415379468";"11";"179";"Choucas des tours";"[""Corbeau freux"",""Choucas des tours""]";"""[""Corbeau freux"",""Choucas des tours""]""";"1";"6";"""[""6""]""";"1648207406421";"342388"
"8";"415379468";"1";"184";"Choucas des tours";"[""Corbeau freux"",""Choucas des tours"",""Corneille noire""]";"""[""Corneille noire"",""Corbeau freux"",""Choucas des tours""]""";"1";"5";"""[""5""]""";"1648207406421";"112495"
"88";"415379468";"18";"207";"Grand corbeau";"[""Corbeau freux"",""Grand corbeau"",""Corneille noire""]";"""[""Corbeau freux"",""Grand corbeau"",""Corneille noire""]""";"1";"5";"""[""5""]""";"1648207406421";"442072"
"59";"415379468";"10";"219";"Mesange nonnette";"[""Mesange charbonniere"",""Mesange nonnette""]";"""[""Mesange nonnette"",""Mesange charbonniere""]""";"1";"6";"""[""6""]""";"1648207406421";"320926"
"3";"415379468";"0";"224";"Mesange nonnette";"[""Mesange charbonniere"",""Mesange nonnette""]";"""[""Mesange nonnette"",""Mesange charbonniere"",""Mesange noire"",""Mesange charbonniere""]""";"1";"6";"""[""5"",""5"",""6"",""6""]""";"1648207406421";"67620"
"91";"415379468";"19";"242";"Pigeon biset";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"0";"6";"""[""6""]""";"1648207406421";"455187"
"50";"415379468";"9";"246";"Pigeon biset";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"0";"6";"""[""6""]""";"1648207406421";"289958"
"40";"415379468";"7";"247";"Pigeon ramier";"[""Pigeon ramier"",""Pigeon biset""]";"""[""Pigeon ramier"",""Pigeon biset""]""";"1";"5";"""[""5""]""";"1648207406421";"259543"
"85";"415379468";"17";"251";"Pigeon ramier";"[""Pigeon ramier"",""Pigeon biset""]";"""[""Pigeon biset"",""Pigeon ramier""]""";"1";"5";"""[""5""]""";"1648207406421";"429066"
"16";"415379468";"3";"257";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"6";"""[""6""]""";"1648207406421";"161828"
"76";"415379468";"13";"260";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"6";"""[""6""]""";"1648207406421";"379888"
"48";"415379468";"8";"267";"Grand corbeau";"[""Grand corbeau"",""Corneille noire""]";"""[""Grand corbeau"",""Corneille noire""]""";"1";"6";"""[""6""]""";"1648207406421";"276964"
"72";"415379468";"12";"278";"Mesange noire";"[""Mesange charbonniere"",""Mesange nonnette""]";"""[""Mesange charbonniere"",""Mesange nonnette""]""";"0";"6";"""[""6""]""";"1648207406421";"360568"
"13";"415379468";"2";"290";"Mesange noire";"[""Mesange noire"",""Mesange charbonniere"",""Mesange nonnette""]";"""[""Mesange noire"",""Mesange charbonniere"",""Mesange nonnette""]""";"1";"5";"""[""5""]""";"1648207406421";"148983"
"984";"438031393";"14";"6";"Mesange charbonniere";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"1";"6";"""[""6""]""";"1648212958048";"322939"
"959";"438031393";"4";"127";"Mesange charbonniere";"[""Mesange nonnette""]";"""[""Mesange nonnette""]""";"0";"5";"""[""5""]""";"1648212958048";"136456"
"992";"438031393";"18";"154";"Grand corbeau";"[""Corbeau freux""]";"""[""Corbeau freux""]""";"0";"7";"""[""7""]""";"1648212958048";"373335"
"955";"438031393";"2";"163";"Mesange noire";"[""Mesange nonnette"",""Mesange charbonniere""]";"""[""Choucas des tours"",""Mesange nonnette"",""Mesange charbonniere""]""";"0";"5";"""[""5""]""";"1648212958048";"105804"
"973";"438031393";"10";"167";"Mesange nonnette";"[""Choucas des tours"",""Mesange nonnette"",""Mesange charbonniere""]";"""[""Mesange charbonniere"",""Mesange nonnette"",""Choucas des tours""]""";"1";"5";"""[""5""]""";"1648212958048";"215035"
"964";"438031393";"5";"172";"Corbeau freux";"[""Corbeau freux""]";"""[""Corbeau freux""]""";"1";"7";"""[""7""]""";"1648212958048";"160179"
"951";"438031393";"1";"186";"Choucas des tours";"[""Corbeau freux"",""Corneille noire""]";"""[""Corbeau freux"",""Corneille noire"",""Pigeon biset""]""";"0";"3";"""[""3"",""3""]""";"1648212958048";"84708"
"989";"438031393";"16";"195";"Corneille noire";"[""Corbeau freux"",""Grand corbeau""]";"""[""Corneille noire"",""Corbeau freux"",""Grand corbeau""]""";"0";"7";"""[""7""]""";"1648212958048";"356622"
"965";"438031393";"6";"197";"Corneille noire";"[""Corneille noire"",""Choucas des tours""]";"""[""Corneille noire"",""Choucas des tours""]""";"1";"5";"""[""5""]""";"1648212958048";"170549"
"970";"438031393";"9";"243";"Pigeon biset";"[""Pigeon biset""]";"""[""Pigeon biset""]""";"1";"7";"""[""7""]""";"1648212958048";"203850"
"990";"438031393";"17";"250";"Pigeon ramier";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"1";"7";"""[""7""]""";"1648212958048";"364398"
"966";"438031393";"7";"256";"Pigeon ramier";"[""Pigeon ramier""]";"""[""Pigeon ramier""]""";"1";"7";"""[""7""]""";"1648212958048";"181393"
"957";"438031393";"3";"265";"Rouge gorge";"[""Mesange nonnette"",""Mesange charbonniere""]";"""[""Mesange nonnette"",""Mesange charbonniere""]""";"0";"5";"""[""5""]""";"1648212958048";"120578"
"969";"438031393";"8";"270";"Grand corbeau";"[""Corbeau freux"",""Corneille noire"",""Grand corbeau""]";"""[""Corbeau freux"",""Corneille noire"",""Grand corbeau""]""";"1";"4";"""[""4""]""";"1648212958048";"193677"
"981";"438031393";"12";"283";"Mesange noire";"[""Mesange charbonniere""]";"""[""Mesange charbonniere""]""";"0";"6";"""[""6""]""";"1648212958048";"308591"
"980";"438031393";"11";"297";"Choucas des tours";"[""Choucas des tours""]";"""[""Choucas des tours""]""";"1";"6";"""[""6""]""";"1648212958048";"297455"
"986";"438031393";"15";"302";"Corbeau freux";"[""Corbeau freux"",""Corneille noire"",""Grand corbeau""]";"""[""Mesange noire"",""Grand corbeau"",""Corbeau freux"",""Corneille noire""]""";"1";"5";"""[""5""]""";"1648212958048";"343330"
"948";"438031393";"0";"316";"Mesange nonnette";"[""Rouge gorge"",""Mesange nonnette""]";"""[""Mesange nonnette"",""Rouge gorge""]""";"1";"5";"""[""5""]""";"1648212958048";"58275"
"995";"438031393";"19";"324";"Pigeon biset";"[""Pigeon biset""]";"""[""Pigeon biset""]""";"1";"7";"""[""7""]""";"1648212958048";"381086"
"983";"438031393";"13";"334";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"7";"""[""7""]""";"1648212958048";"317191"
"408";"495841164";"17";"63";"Pigeon ramier";"[""Pigeon biset"",""Pigeon ramier""]";"""[""Pigeon biset"",""Pigeon ramier""]""";"1";"7";"""[""7""]""";"1648209199934";"355277"
"385";"495841164";"13";"120";"Rouge gorge";"[""Rouge gorge""]";"""[""Rouge gorge""]""";"1";"7";"""[""7""]""";"1648209199934";"277305"
"370";"495841164";"9";"130";"Pigeon biset";"[""Pigeon biset"",""Pigeon ramier""]";"""[""Pigeon biset"",""Pigeon ramier""]""";"1";"7";"""[""7""]""";"1648209199934";"201006"
