"log_id";"user";"trial";"new_answer";"new_certitude";"cant_answer";"isImprecis";"aHistory";"cHistory"
"144";"358845585";"13";"";NULL;"1";"0";"";""
"146";"358845585";"14";"";NULL;"1";"1";"";""
"149";"358845585";"15";"";NULL;"1";"1";"";""
"151";"358845585";"16";"";NULL;"1";"1";"";""
"154";"358845585";"17";"[""Pigeon ramier"",""Pigeon biset""]";"6";"0";"0";"""[""Pigeon biset""]""";"""[""6""]"""
"155";"358845585";"18";"";NULL;"1";"1";"";""
"159";"358845585";"19";"";NULL;"1";"0";"";""
"530";"410203298";"0";"[""Mesange nonnette"",""Mesange charbonniere""]";"4";"0";"1";"""[""Mesange nonnette"",""Mesange charbonniere""]""";"""[""3"",""4""]"""
"538";"410203298";"1";"[""Corneille noire"",""Corbeau freux""]";"6";"0";"0";"""[""Corbeau freux""]""";"""[""6""]"""
"541";"410203298";"2";"[""Mesange noire"",""Mesange charbonniere""]";"5";"0";"1";"""[""Mesange noire"",""Mesange charbonniere""]""";"""[""5""]"""
"546";"410203298";"4";"[""Mesange nonnette"",""Mesange noire""]";"5";"0";"1";"""[""Mesange noire"",""Mesange nonnette""]""";"""[""5""]"""
"554";"410203298";"7";"""Pigeon ramier""";"5";"0";"1";"""[""Pigeon ramier""]""";"""[""5""]"""
"557";"410203298";"9";"[""Pigeon ramier"",""Pigeon biset""]";"6";"0";"0";"""[""Pigeon ramier""]""";"""[""6""]"""
"560";"410203298";"10";"[""Mesange noire"",""Mesange charbonniere""]";"5";"0";"1";"""[""Mesange noire"",""Mesange charbonniere""]""";"""[""5""]"""
"567";"410203298";"15";"""Choucas des tours""";"3";"0";"1";"""[""Choucas des tours""]""";"""[""3""]"""
"571";"410203298";"19";"[""Pigeon ramier"",""Pigeon biset""]";"7";"0";"0";"""[""Pigeon ramier""]""";"""[""7""]"""
"325";"414473458";"0";"""Mesange noire""";"3";"0";"1";"""[""Mesange noire""]""";"""[""3""]"""
"336";"414473458";"1";"[""Corbeau freux"",""Corneille noire""]";"5";"0";"0";"""[""Corbeau freux""]""";"""[""5""]"""
"344";"414473458";"2";"";NULL;"1";"0";"";""
"347";"414473458";"3";"";NULL;"1";"0";"";""
"356";"414473458";"5";"";NULL;"1";"1";"";""
"365";"414473458";"6";"";NULL;"1";"1";"";""
"373";"414473458";"7";"";NULL;"1";"1";"";""
"376";"414473458";"8";"";NULL;"1";"1";"";""
"379";"414473458";"9";"";NULL;"1";"1";"";""
"383";"414473458";"10";"";NULL;"1";"0";"";""
"389";"414473458";"11";"";NULL;"1";"1";"";""
"395";"414473458";"12";"";NULL;"1";"1";"";""
"402";"414473458";"14";"";NULL;"1";"1";"";""
"410";"414473458";"16";"";NULL;"1";"1";"";""
"415";"414473458";"17";"";NULL;"1";"1";"";""
"425";"414473458";"19";"";NULL;"1";"1";"";""
"3";"415379468";"0";"""Mesange charbonniere""";"6";"0";"1";"""[""Mesange charbonniere""]""";"""[""6""]"""
"5";"415379468";"1";"[""Corbeau freux"",""Choucas des tours""]";"5";"0";"1";"""[""Corbeau freux"",""Corbeau freux"",""Choucas des tours""]""";"""[""5""]"""
"9";"415379468";"2";"""Mesange charbonniere""";"6";"0";"1";"""[""Mesange charbonniere""]""";"""[""6""]"""
"11";"415379468";"3";"[""Rouge gorge"",""Mesange nonnette""]";"6";"0";"0";"""[""Mesange nonnette""]""";"""[""6""]"""
"17";"415379468";"4";"""Mesange nonnette""";"6";"0";"1";"""[""Mesange nonnette""]""";"""[""6""]"""
"18";"415379468";"5";"[""Corbeau freux"",""Corneille noire""]";"6";"0";"0";"""[""Corbeau freux""]""";"""[""6""]"""
"23";"415379468";"6";"""Grand corbeau""";"6";"0";"1";"""[""Grand corbeau""]""";"""[""6""]"""
"27";"415379468";"7";"""Pigeon biset""";"6";"0";"1";"""[""Pigeon biset""]""";"""[""6""]"""
"30";"415379468";"8";"""Grand corbeau""";"6";"0";"1";"""[""Grand corbeau""]""";"""[""6""]"""
"33";"415379468";"9";"[""Pigeon ramier"",""Pigeon biset""]";"6";"0";"0";"""[""Pigeon biset""]""";"""[""6""]"""
"40";"415379468";"10";"""Mesange nonnette""";"6";"0";"1";"""[""Mesange nonnette""]""";"""[""6""]"""
"43";"415379468";"11";"""Corbeau freux""";"6";"0";"1";"""[""Corbeau freux""]""";"""[""6""]"""
"48";"415379468";"12";"";NULL;"1";"1";"";""
"52";"415379468";"13";"[""Rouge gorge"",""Mesange nonnette""]";"6";"0";"0";"""[""Mesange nonnette""]""";"""[""6""]"""
"53";"415379468";"14";"";NULL;"1";"1";"";""
"56";"415379468";"15";"";NULL;"1";"1";"";""
"57";"415379468";"16";"";NULL;"1";"1";"";""
"59";"415379468";"17";"""Pigeon biset""";"6";"0";"1";"""[""Pigeon biset""]""";"""[""6""]"""
"61";"415379468";"18";"""Grand corbeau""";"6";"0";"1";"""[""Grand corbeau""]""";"""[""6""]"""
"64";"415379468";"19";"";NULL;"1";"0";"";""
"761";"438031393";"0";"""Mesange nonnette""";"5";"0";"1";"""[""Mesange nonnette""]""";"""[""5""]"""
"764";"438031393";"1";"";NULL;"1";"1";"";""
"767";"438031393";"2";"";NULL;"1";"1";"";""
"769";"438031393";"3";"";NULL;"1";"1";"";""
"773";"438031393";"4";"";NULL;"1";"0";"";""
"777";"438031393";"6";"";NULL;"1";"1";"";""
"779";"438031393";"8";"";NULL;"1";"1";"";""
"782";"438031393";"10";"";NULL;"1";"1";"";""
"788";"438031393";"11";"";NULL;"1";"0";"";""
"789";"438031393";"12";"";NULL;"1";"0";"";""
"790";"438031393";"14";"";NULL;"1";"0";"";""
"792";"438031393";"15";"";NULL;"1";"1";"";""
"795";"438031393";"16";"";NULL;"1";"1";"";""
"283";"495841164";"0";"";NULL;"1";"1";"";""
"285";"495841164";"1";"";NULL;"1";"0";"";""
"287";"495841164";"2";"";NULL;"1";"1";"";""
"289";"495841164";"4";"";NULL;"1";"1";"";""
"292";"495841164";"5";"";NULL;"1";"1";"";""
"295";"495841164";"6";"";NULL;"1";"1";"";""
"297";"495841164";"7";"";NULL;"1";"1";"";""
"300";"495841164";"8";"";NULL;"1";"1";"";""
"304";"495841164";"9";"";NULL;"1";"1";"";""
"305";"495841164";"10";"";NULL;"1";"1";"";""
"310";"495841164";"11";"";NULL;"1";"1";"";""
"313";"495841164";"12";"";NULL;"1";"1";"";""
"315";"495841164";"14";"";NULL;"1";"1";"";""
"320";"495841164";"15";"";NULL;"1";"1";"";""
"331";"495841164";"17";"";NULL;"1";"1";"";""
"339";"495841164";"19";"";NULL;"1";"1";"";""
"298";"537206252";"0";"";NULL;"1";"1";"";""
"303";"537206252";"1";"";NULL;"1";"1";"";""
"306";"537206252";"2";"";NULL;"1";"1";"";""
"311";"537206252";"3";"";NULL;"1";"0";"";""
"314";"537206252";"4";"";NULL;"1";"1";"";""
"316";"537206252";"5";"";NULL;"1";"1";"";""
"322";"537206252";"6";"";NULL;"1";"1";"";""
"323";"537206252";"7";"";NULL;"1";"1";"";""
"327";"537206252";"8";"";NULL;"1";"1";"";""
"330";"537206252";"9";"";NULL;"1";"1";"";""
"334";"537206252";"10";"";NULL;"1";"1";"";""
"340";"537206252";"11";"";NULL;"1";"1";"";""
"343";"537206252";"12";"";NULL;"1";"1";"";""
"351";"537206252";"14";"";NULL;"1";"1";"";""
"355";"537206252";"15";"";NULL;"1";"1";"";""
"358";"537206252";"16";"";NULL;"1";"1";"";""
"361";"537206252";"17";"";NULL;"1";"1";"";""
"364";"537206252";"18";"";NULL;"1";"0";"";""
"371";"537206252";"19";"";NULL;"1";"1";"";""
"202";"588626721";"0";"[""Mesange noire"",""Mesange nonnette""]";"5";"0";"1";"""[""Mesange nonnette"",""Mesange charbonniere"",""Mesange noire""]""";"""[""5""]"""
"210";"588626721";"1";"""Corbeau freux""";"6";"0";"1";"""[""Corneille noire"",""Corbeau freux"",""Corbeau freux""]""";"""[""6"",""6""]"""
"217";"588626721";"2";"";NULL;"1";"1";"";""
"223";"588626721";"3";"[""Rouge gorge"",""Choucas des tours""]";"6";"0";"0";"""[""Choucas des tours""]""";"""[""6""]"""
"231";"588626721";"4";"";NULL;"1";"1";"";""
"237";"588626721";"6";"";NULL;"1";"1";"";""
"240";"588626721";"7";"";NULL;"1";"1";"";""
"243";"588626721";"8";"";NULL;"1";"1";"";""
"248";"588626721";"10";"""Mesange noire""";"4";"0";"1";"""[""Mesange noire""]""";"""[""3"",""4""]"""
"252";"588626721";"11";"";NULL;"1";"0";"";""
"256";"588626721";"12";"";NULL;"1";"1";"";""
"262";"588626721";"14";"";NULL;"1";"1";"";""
"265";"588626721";"15";"[""Corneille noire"",""Corbeau freux""]";"4";"0";"1";"""[""Corneille noire"",""Corbeau freux""]""";"""[""4""]"""
"269";"588626721";"16";"";NULL;"1";"1";"";""
"272";"588626721";"17";"";NULL;"1";"1";"";""
"273";"588626721";"18";"";NULL;"1";"1";"";""
"8";"675069681";"0";"""Mesange charbonniere""";"5";"0";"1";"""[""Mesange charbonniere""]""";"""[""5""]"""
"13";"675069681";"1";"""Corbeau freux""";"4";"0";"1";"""[""Corbeau freux"",""Corbeau freux""]""";"""[""4""]"""
"16";"675069681";"2";"""Mesange charbonniere""";"5";"0";"1";"""[""Mesange charbonniere""]""";"""[""5""]"""
"20";"675069681";"3";"""Rouge gorge""";"6";"0";"1";"""[""Rouge gorge""]""";"""[""6""]"""
"25";"675069681";"4";"";NULL;"1";"1";"";""
"29";"675069681";"5";"""Corbeau freux""";"5";"0";"1";"""[""Corbeau freux""]""";"""[""5""]"""
"35";"675069681";"6";"""Corbeau freux""";"5";"0";"1";"""[""Corbeau freux""]""";"""[""5""]"""
"39";"675069681";"7";"""Pigeon biset""";"4";"0";"1";"""[""Pigeon biset""]""";"""[""4""]"""
"42";"675069681";"8";"""Grand corbeau""";"5";"0";"1";"""[""Grand corbeau""]""";"""[""5""]"""
"44";"675069681";"9";"""Pigeon biset""";"5";"0";"1";"""[""Pigeon biset""]""";"""[""5""]"""
"47";"675069681";"10";"""Mesange charbonniere""";"5";"0";"1";"""[""Mesange charbonniere""]""";"""[""5""]"""
"49";"675069681";"11";"""Choucas des tours""";"5";"0";"1";"""[""Choucas des tours""]""";"""[""5""]"""
"54";"675069681";"12";"[""Mesange nonnette"",""Mesange noire""]";"6";"0";"0";"""[""Mesange nonnette""]""";"""[""6""]"""
"58";"675069681";"14";"""Mesange noire""";"5";"0";"1";"""[""Mesange noire""]""";"""[""5""]"""
"62";"675069681";"15";"""Grand corbeau""";"4";"0";"1";"""[""Grand corbeau""]""";"""[""4""]"""
"65";"675069681";"16";"""Grand corbeau""";"5";"0";"1";"""[""Grand corbeau""]""";"""[""5""]"""
"67";"675069681";"17";"";NULL;"1";"1";"";""
"69";"675069681";"18";"""Grand corbeau""";"5";"0";"1";"""[""Grand corbeau""]""";"""[""5""]"""
"71";"675069681";"19";"";NULL;"1";"1";"";""
"216";"731300860";"0";"";NULL;"1";"1";"";""
"238";"731300860";"1";"";NULL;"1";"1";"";""
"246";"731300860";"2";"[""Mesange charbonniere"",""Mesange nonnette""]";"5";"0";"1";"""[""Mesange nonnette"",""Mesange charbonniere""]""";"""[""5""]"""
"257";"731300860";"4";"";NULL;"1";"1";"";""
"267";"731300860";"5";"[""Corbeau freux"",""Corneille noire""]";"5";"0";"1";"""[""Corneille noire"",""Corbeau freux""]""";"""[""5""]"""
"274";"731300860";"6";"[""Corbeau freux"",""Grand corbeau""]";"5";"0";"0";"""[""Corbeau freux""]""";"""[""6"",""5""]"""
"278";"731300860";"8";"";NULL;"1";"1";"";""
"282";"731300860";"9";"[""Pigeon ramier"",""Pigeon biset""]";"4";"0";"0";"""[""Pigeon ramier""]""";"""[""5"",""5"",""5"",""5"",""4"",""4"",""4""]"""
"284";"731300860";"11";"";NULL;"1";"1";"";""
"286";"731300860";"12";"[""Mesange nonnette"",""Mesange noire""]";"5";"0";"0";"""[""Mesange noire""]""";"""[""5""]"""
"290";"731300860";"15";"";NULL;"1";"1";"";""
"293";"731300860";"17";"";NULL;"1";"1";"";""
"296";"731300860";"18";"";NULL;"1";"1";"";""
"768";"795257463";"0";"";NULL;"1";"0";"";""
"776";"795257463";"1";"";NULL;"1";"1";"";""
"780";"795257463";"2";"";NULL;"1";"0";"";""
"785";"795257463";"4";"""Mesange nonnette""";"6";"0";"1";"""[""Mesange charbonniere"",""Mesange nonnette""]""";"""[""7"",""6""]"""
"791";"795257463";"5";"""Grand corbeau""";"5";"0";"1";"""[""Grand corbeau""]""";"""[""5""]"""
"798";"795257463";"6";"[""Corneille noire"",""Corbeau freux""]";"5";"0";"1";"""[""Corbeau freux"",""Corneille noire""]""";"""[""5""]"""
"800";"795257463";"7";"""Pigeon biset""";"5";"0";"1";"""[""Pigeon biset""]""";"""[""5""]"""
"802";"795257463";"8";"""Grand corbeau""";"5";"0";"1";"""[""Grand corbeau""]""";"""[""5""]"""
"803";"795257463";"9";"""Pigeon ramier""";"5";"0";"1";"""[""Pigeon ramier""]""";"""[""5""]"""
"805";"795257463";"10";"""Mesange noire""";"5";"0";"1";"""[""Mesange noire""]""";"""[""5""]"""
"807";"795257463";"11";"""Choucas des tours""";"5";"0";"1";"""[""Choucas des tours""]""";"""[""5""]"""
"809";"795257463";"12";"""Mesange charbonniere""";"5";"0";"1";"""[""Mesange charbonniere""]""";"""[""5""]"""
"811";"795257463";"14";"""Mesange nonnette""";"5";"0";"1";"""[""Mesange nonnette""]""";"""[""5""]"""
"813";"795257463";"15";"""Grand corbeau""";"3";"0";"1";"""[""Grand corbeau""]""";"""[""3""]"""
"816";"795257463";"17";"""Pigeon biset""";"5";"0";"1";"""[""Pigeon biset""]""";"""[""5""]"""
"818";"795257463";"18";"""Grand corbeau""";"5";"0";"1";"""[""Grand corbeau""]""";"""[""5""]"""
"821";"808430708";"0";"""Mesange charbonniere""";"2";"0";"1";"""[""Mesange charbonniere""]""";"""[""2""]"""
"822";"808430708";"1";"""Grand corbeau""";"2";"0";"1";"""[""Grand corbeau""]""";"""[""2""]"""
"823";"808430708";"2";"";NULL;"1";"1";"";""
"824";"808430708";"3";"""Rouge gorge""";"2";"0";"1";"""[""Rouge gorge""]""";"""[""2""]"""
"825";"808430708";"4";"""Mesange noire""";"3";"0";"1";"""[""Mesange noire""]""";"""[""3""]"""
"826";"808430708";"5";"""Corbeau freux""";"4";"0";"1";"""[""Corbeau freux""]""";"""[""4""]"""
"827";"808430708";"6";"";NULL;"1";"1";"";""
"828";"808430708";"7";"""Pigeon ramier""";"3";"0";"1";"""[""Pigeon ramier""]""";"""[""3""]"""
"829";"808430708";"8";"[""Grand corbeau"",""Corneille noire""]";"7";"0";"1";"""[""Grand corbeau"",""Corneille noire""]""";"""[""7""]"""
"830";"808430708";"9";"""Pigeon biset""";"3";"0";"1";"""[""Pigeon biset""]""";"""[""3""]"""
"831";"808430708";"10";"";NULL;"1";"0";"";""
"832";"808430708";"11";"[""Grand corbeau"",""Corneille noire""]";"4";"0";"1";"""[""Grand corbeau"",""Corneille noire""]""";"""[""4""]"""
"833";"808430708";"12";"[""Mesange charbonniere"",""Mesange noire""]";"3";"0";"1";"""[""Mesange charbonniere"",""Mesange noire""]""";"""[""3""]"""
"834";"808430708";"13";"";NULL;"1";"0";"";""
"835";"808430708";"14";"""Mesange charbonniere""";"5";"0";"1";"""[""Mesange charbonniere""]""";"""[""5""]"""
"836";"808430708";"15";"[""Corbeau freux"",""Grand corbeau""]";"5";"0";"0";"""[""Grand corbeau""]""";"""[""4"",""5""]"""
"837";"808430708";"16";"";NULL;"1";"1";"";""
"838";"808430708";"17";"""Pigeon ramier""";"5";"0";"1";"""[""Pigeon biset"",""Pigeon ramier""]""";"""[""5""]"""
"839";"808430708";"18";"";NULL;"1";"1";"";""
"840";"808430708";"19";"""Pigeon ramier""";"3";"0";"1";"""[""Pigeon ramier""]""";"""[""3""]"""
"703";"811872399";"0";"";NULL;"1";"0";"";""
"713";"811872399";"1";"[""Corneille noire"",""Corbeau freux"",""Grand corbeau""]";"7";"0";"0";"""[""Corbeau freux"",""Grand corbeau""]""";"""[""5"",""6"",""5"",""6"",""5"",""6"",""5"",""7""]"""
"723";"811872399";"6";"[""Corneille noire"",""Corbeau freux"",""Grand corbeau""]";"7";"0";"0";"""[""Corneille noire"",""Grand corbeau""]""";"""[""7""]"""
"726";"811872399";"7";"[""Pigeon ramier"",""Pigeon biset""]";"7";"0";"0";"""[""Pigeon biset""]""";"""[""7""]"""
"730";"811872399";"8";"[""Corneille noire"",""Corbeau freux"",""Grand corbeau""]";"7";"0";"0";"""[""Corbeau freux"",""Grand corbeau""]""";"""[""7""]"""
"733";"811872399";"9";"[""Pigeon ramier"",""Pigeon biset""]";"7";"0";"0";"""[""Pigeon ramier""]""";"""[""7""]"""
"738";"811872399";"11";"[""Corneille noire"",""Corbeau freux"",""Grand corbeau""]";"7";"0";"0";"""[""Corbeau freux"",""Grand corbeau""]""";"""[""7""]"""
"743";"811872399";"15";"[""Corneille noire"",""Corbeau freux"",""Grand corbeau""]";"7";"0";"0";"""[""Grand corbeau"",""Corneille noire""]""";"""[""7""]"""
"744";"811872399";"16";"[""Corneille noire"",""Corbeau freux"",""Grand corbeau""]";"7";"0";"0";"""[""Corbeau freux"",""Grand corbeau""]""";"""[""7""]"""
"746";"811872399";"17";"[""Pigeon ramier"",""Pigeon biset""]";"7";"0";"0";"""[""Pigeon biset""]""";"""[""7""]"""
"748";"811872399";"18";"[""Corneille noire"",""Corbeau freux"",""Grand corbeau""]";"7";"0";"0";"""[""Corbeau freux"",""Grand corbeau""]""";"""[""7""]"""
"749";"811872399";"19";"[""Pigeon ramier"",""Pigeon biset""]";"7";"0";"0";"""[""Pigeon ramier""]""";"""[""7""]"""
"38";"838414761";"0";"""Mesange charbonniere""";"5";"0";"1";"""[""Mesange charbonniere""]""";"""[""5""]"""
"45";"838414761";"1";"""Corneille noire""";"5";"0";"1";"""[""Corneille noire""]""";"""[""5""]"""
"50";"838414761";"2";"[""Mesange charbonniere"",""Mesange noire""]";"5";"0";"1";"""[""Mesange noire"",""Mesange charbonniere""]""";"""[""5""]"""
"63";"838414761";"5";"""Choucas des tours""";"5";"0";"1";"""[""Choucas des tours""]""";"""[""5""]"""
"68";"838414761";"6";"""Grand corbeau""";"5";"0";"1";"""[""Grand corbeau""]""";"""[""5""]"""
"70";"838414761";"8";"""Grand corbeau""";"5";"0";"1";"""[""Grand corbeau""]""";"""[""5""]"""
"73";"838414761";"9";"";NULL;"1";"0";"";""
"75";"838414761";"10";"";NULL;"1";"1";"";""
"78";"838414761";"11";"";NULL;"1";"1";"";""
"79";"838414761";"12";"";NULL;"1";"1";"";""
"82";"838414761";"15";"";NULL;"1";"1";"";""
"84";"838414761";"16";"";NULL;"1";"1";"";""
"85";"838414761";"18";"";NULL;"1";"0";"";""
"299";"841619027";"0";"[""Choucas des tours"",""Mesange nonnette"",""Corneille noire""]";"1";"0";"1";"""[""Corneille noire"",""Mesange nonnette"",""Choucas des tours""]""";"""[""1""]"""
"307";"841619027";"1";"[""Pigeon biset"",""Choucas des tours"",""Mesange nonnette"",""Corneille noire""]";"5";"0";"1";"""[""Mesange nonnette"",""Corneille noire"",""Choucas des tours"",""Pigeon biset""]""";"""[""4"",""5""]"""
"308";"841619027";"2";"[""Mesange charbonniere"",""Grand corbeau"",""Corbeau freux"",""Mesange nonnette""]";"5";"0";"1";"""[""Mesange nonnette"",""Mesange charbonniere"",""Grand corbeau"",""Corbeau freux""]""";"""[""5""]"""
"318";"841619027";"3";"[""Pigeon ramier"",""Mesange nonnette""]";"6";"0";"1";"""[""Mesange nonnette"",""Pigeon ramier""]""";"""[""6""]"""
"321";"841619027";"4";"[""Rouge gorge"",""Mesange charbonniere"",""Corbeau freux"",""Mesange noire""]";"4";"0";"1";"""[""Mesange charbonniere"",""Rouge gorge"",""Corbeau freux"",""Mesange noire""]""";"""[""4""]"""
"326";"841619027";"5";"[""Mesange charbonniere"",""Mesange noire"",""Choucas des tours""]";"5";"0";"1";"""[""Choucas des tours"",""Mesange noire"",""Mesange charbonniere""]""";"""[""5""]"""
"328";"841619027";"6";"[""Grand corbeau"",""Mesange noire"",""Choucas des tours""]";"4";"0";"1";"""[""Choucas des tours"",""Mesange noire"",""Grand corbeau""]""";"""[""4""]"""
"329";"841619027";"7";"[""Mesange charbonniere"",""Pigeon ramier"",""Choucas des tours""]";"3";"0";"1";"""[""Choucas des tours"",""Mesange charbonniere"",""Pigeon ramier""]""";"""[""3""]"""
"333";"841619027";"8";"[""Corbeau freux"",""Pigeon ramier"",""Choucas des tours""]";"7";"0";"1";"""[""Choucas des tours"",""Pigeon ramier"",""Corbeau freux""]""";"""[""7""]"""
"335";"841619027";"9";"[""Rouge gorge"",""Pigeon biset"",""Mesange noire""]";"7";"0";"1";"""[""Mesange noire"",""Pigeon biset"",""Rouge gorge""]""";"""[""7""]"""
"337";"841619027";"10";"[""Rouge gorge"",""Grand corbeau"",""Pigeon ramier"",""Choucas des tours""]";"7";"0";"1";"""[""Choucas des tours"",""Pigeon ramier"",""Grand corbeau"",""Rouge gorge""]""";"""[""7""]"""
"345";"841619027";"11";"[""Corbeau freux"",""Pigeon ramier"",""Mesange noire""]";"7";"0";"1";"""[""Mesange noire"",""Pigeon ramier"",""Corbeau freux""]""";"""[""7""]"""
"346";"841619027";"12";"[""Mesange charbonniere"",""Grand corbeau"",""Pigeon ramier"",""Choucas des tours""]";"7";"0";"1";"""[""Pigeon ramier"",""Choucas des tours"",""Mesange charbonniere"",""Grand corbeau""]""";"""[""7""]"""
"349";"841619027";"13";"[""Grand corbeau"",""Pigeon biset"",""Mesange nonnette""]";"7";"0";"1";"""[""Mesange nonnette"",""Pigeon biset"",""Grand corbeau""]""";"""[""7""]"""
"352";"841619027";"14";"[""Rouge gorge"",""Corbeau freux"",""Pigeon ramier""]";"7";"0";"1";"""[""Pigeon ramier"",""Rouge gorge"",""Corbeau freux""]""";"""[""7""]"""
"357";"841619027";"15";"[""Grand corbeau"",""Choucas des tours""]";"7";"0";"1";"""[""Choucas des tours"",""Grand corbeau""]""";"""[""7""]"""
"360";"841619027";"16";"[""Grand corbeau"",""Pigeon ramier"",""Mesange nonnette""]";"7";"0";"1";"""[""Pigeon ramier"",""Mesange nonnette"",""Grand corbeau""]""";"""[""7""]"""
"363";"841619027";"17";"[""Corbeau freux"",""Mesange noire"",""Mesange nonnette""]";"4";"0";"1";"""[""Mesange nonnette"",""Corbeau freux"",""Mesange noire""]""";"""[""4""]"""
"367";"841619027";"18";"[""Grand corbeau"",""Corbeau freux"",""Pigeon biset"",""Mesange nonnette""]";"5";"0";"1";"""[""Pigeon biset"",""Mesange nonnette"",""Corbeau freux"",""Grand corbeau""]""";"""[""5""]"""
"370";"841619027";"19";"[""Mesange charbonniere"",""Corbeau freux"",""Pigeon ramier"",""Choucas des tours""]";"5";"0";"1";"""[""Pigeon ramier"",""Choucas des tours"",""Corbeau freux"",""Mesange charbonniere""]""";"""[""5""]"""
"170";"895474814";"0";"";NULL;"1";"1";"";""
"176";"895474814";"1";"";NULL;"1";"1";"";""
"182";"895474814";"2";"[""Mesange nonnette"",""Mesange charbonniere""]";"5";"0";"1";"""[""Mesange nonnette"",""Mesange charbonniere""]""";"""[""5"",""4"",""5""]"""
"188";"895474814";"3";"[""Mesange nonnette"",""Mesange charbonniere"",""Rouge gorge""]";"4";"0";"0";"""[""Mesange nonnette"",""Mesange charbonniere""]""";"""[""4""]"""
"192";"895474814";"4";"";NULL;"1";"1";"";""
"195";"895474814";"5";"";NULL;"1";"1";"";""
"197";"895474814";"6";"""Grand corbeau""";"5";"0";"1";"""[""Grand corbeau""]""";"""[""5""]"""
"201";"895474814";"7";"";NULL;"1";"1";"";""
"203";"895474814";"8";"";NULL;"1";"1";"";""
"205";"895474814";"9";"";NULL;"1";"1";"";""
"208";"895474814";"10";"";NULL;"1";"1";"";""
"211";"895474814";"11";"";NULL;"1";"0";"";""
"214";"895474814";"12";"";NULL;"1";"1";"";""
"218";"895474814";"13";"";NULL;"1";"0";"";""
"220";"895474814";"14";"";NULL;"1";"1";"";""
"222";"895474814";"15";"";NULL;"1";"1";"";""
