"log_id";"user";"currenttrial";"img";"goodanswer";"answer";"answerhistory";"isgoodanswer";"certitude";"certitudeHistory";"timestamp";"time"
"17";"17660882";"1";"155";"Beagle";"[""Epagneul Breton"",""Beagle""]";"""[""Beagle"",""Epagneul Breton""]""";"1";"2";"""[""3"",""2""]""";"1674726596461";"45796"
"18";"1947541489";"0";"185";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1674726656072";"5098"
"19";"17660882";"2";"159";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1674726596461";"67191"
"20";"1947541489";"1";"184";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674726656072";"7953"
"21";"1947541489";"2";"186";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674726656072";"11322"
"22";"1947541489";"3";"187";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674726656072";"14184"
"23";"357924998";"3";"109";"Beagle";"[""Beagle"",""Epagneul Breton""]";"""[""Beagle"",""Epagneul Breton"",""Beagle"",""Epagneul Breton""]""";"1";"6";"""[""5"",""3"",""3"",""3"",""5"",""6""]""";"1674726536144";"135360"
"24";"17660882";"3";"157";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"5";"""[""3"",""5""]""";"1674726596461";"83550"
"25";"971022519";"0";"32";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674726822516";"3722"
"26";"971022519";"1";"42";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674726822516";"6251"
"27";"1503401706";"0";"182";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton"",""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674726823252";"8306"
"28";"971022519";"2";"33";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Beagle"",""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674726822516";"10261"
"29";"1503401706";"1";"179";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674726823252";"12636"
"30";"971022519";"3";"43";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674726822516";"14484"
"31";"1503401706";"2";"183";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674726823252";"17972"
"32";"1503401706";"3";"180";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674726823252";"21515"
"33";"1547375846";"0";"34";"Epagneul Breton";"[""Beagle""]";"""[""Beagle""]""";"0";"5";"""[""5""]""";"1674726874600";"11343"
"34";"1547375846";"1";"45";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"4";"""[""4""]""";"1674726874600";"17614"
"35";"1547375846";"2";"36";"Epagneul Breton";"[""Beagle""]";"""[""Epagneul Breton"",""Beagle""]""";"0";"2";"""[""2""]""";"1674726874600";"25303"
"36";"1547375846";"3";"48";"Beagle";"[""Beagle"",""Epagneul Breton""]";"""[""Beagle"",""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1674726874600";"38324"
"37";"441640521";"0";"81";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1674726985931";"6487"
"38";"441640521";"1";"89";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"6";"""[""6""]""";"1674726985931";"11699"
"39";"441640521";"2";"83";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1674726985931";"16070"
"40";"441640521";"3";"90";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"6";"""[""6""]""";"1674726985931";"20823"
"41";"1860712576";"0";"47";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1674727049040";"36502"
"42";"1860712576";"1";"58";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"6";"""[""6""]""";"1674727049040";"43580"
"43";"1860712576";"2";"49";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1674727049040";"50458"
"44";"1860712576";"3";"59";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674727049040";"57868"
"45";"935701210";"0";"14";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674727130891";"18095"
"46";"935701210";"1";"26";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674727130891";"22574"
"47";"935701210";"2";"15";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"6";"""[""5"",""6""]""";"1674727130891";"35211"
"48";"935701210";"3";"27";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"6";"""[""6""]""";"1674727130891";"41362"
"49";"1109685022";"0";"194";"Epagneul Breton";"[""Beagle""]";"""[""Beagle""]""";"0";"1";"""[""1""]""";"1674727488487";"21055"
"50";"1109685022";"1";"198";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"1";"""[""1""]""";"1674727488487";"26788"
"51";"1109685022";"2";"195";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"1";"""[""1""]""";"1674727488487";"32214"
"52";"1109685022";"3";"199";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"1";"""[""1""]""";"1674727488487";"35653"
"53";"1998766064";"0";"114";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1674727533280";"10442"
"54";"1998766064";"1";"124";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"4";"""[""5"",""4""]""";"1674727533280";"24226"
"55";"1998766064";"2";"115";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1674727533280";"35535"
"56";"1998766064";"3";"128";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"6";"""[""6""]""";"1674727533280";"42932"
"57";"14678530";"0";"6";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674727784496";"9619"
"58";"14678530";"1";"16";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674727784496";"15445"
"61";"14678530";"2";"8";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1674727784496";"26828"
"62";"14678530";"3";"18";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"6";"""[""6""]""";"1674727784496";"34513"
"63";"1762848735";"0";"107";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1674727925157";"11565"
"64";"1762848735";"1";"117";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"6";"""[""5"",""6""]""";"1674727925157";"19586"
"65";"1762848735";"2";"108";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1674727925157";"24309"
"66";"1762848735";"3";"118";"Beagle";"[""Epagneul Breton""]";"""[""Beagle"",""Epagneul Breton""]""";"0";"4";"""[""4""]""";"1674727925157";"36350"
"67";"142954811";"0";"149";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674727960867";"7803"
"68";"142954811";"1";"142";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674727960867";"13879"
"69";"142954811";"2";"150";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674727960867";"18562"
"70";"142954811";"3";"143";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"6";"""[""6""]""";"1674727960867";"24133"
"71";"1210559194";"0";"17";"Epagneul Breton";"[""Beagle""]";"""[""Beagle""]""";"0";"3";"""[""2"",""3""]""";"1674728164276";"30921"
"72";"1917651551";"0";"62";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674728197736";"7842"
"73";"1917651551";"1";"75";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674728197736";"12653"
"74";"1210559194";"1";"29";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"3";"""[""3""]""";"1674728164276";"49073"
"75";"1917651551";"2";"63";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"3";"""[""3""]""";"1674728197736";"25255"
"76";"1917651551";"3";"76";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674728197736";"29705"
"77";"1210559194";"2";"19";"Epagneul Breton";"[""Beagle""]";"""[""Beagle""]""";"0";"3";"""[""3""]""";"1674728164276";"64759"
"78";"1210559194";"3";"31";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"3";"""[""3""]""";"1674728164276";"78457"
"79";"953555140";"0";"160";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"4";"""[""4""]""";"1674728428206";"19047"
"80";"953555140";"1";"161";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"3";"""[""3""]""";"1674728428206";"30523"
"81";"953555140";"2";"166";"Epagneul Breton";"[""Beagle""]";"""[""Beagle""]""";"0";"6";"""[""6""]""";"1674728428206";"39173"
"82";"1544295662";"0";"175";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674728457739";"12960"
"83";"1544295662";"1";"171";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674728457739";"18692"
"84";"953555140";"3";"162";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"6";"""[""6""]""";"1674728428206";"50376"
"85";"1544295662";"2";"176";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674728457739";"23345"
"86";"1544295662";"3";"172";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"5";"""[""5""]""";"1674728457739";"31399"
"87";"133902583";"0";"9";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674728493199";"9925"
"88";"133902583";"1";"20";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674728493199";"19210"
"89";"133902583";"2";"11";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674728493199";"27447"
"90";"1175410912";"0";"84";"Epagneul Breton";"[""Epagneul Breton"",""Beagle""]";"""[""Epagneul Breton"",""Beagle""]""";"1";"5";"""[""5""]""";"1674728522625";"27456"
"91";"133902583";"3";"22";"Beagle";"[""Beagle"",""Epagneul Breton""]";"""[""Beagle"",""Epagneul Breton""]""";"1";"7";"""[""7"",""5"",""7""]""";"1674728493199";"62709"
"92";"1828759798";"0";"87";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Beagle"",""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1674728564867";"12865"
"93";"1175410912";"1";"92";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"3";"""[""3""]""";"1674728522625";"57018"
"94";"1828759798";"1";"95";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"6";"""[""6""]""";"1674728564867";"20428"
"95";"1175410912";"2";"85";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"4";"""[""4""]""";"1674728522625";"64039"
"96";"1175410912";"3";"94";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"5";"""[""5""]""";"1674728522625";"70159"
"97";"1828759798";"2";"91";"Epagneul Breton";"[""Beagle"",""Epagneul Breton""]";"""[""Beagle"",""Epagneul Breton"",""Epagneul Breton"",""Beagle""]""";"1";"3";"""[""3"",""3"",""3""]""";"1674728564867";"59717"
"98";"1828759798";"3";"97";"Beagle";"[""Beagle"",""Epagneul Breton""]";"""[""Beagle"",""Epagneul Breton""]""";"1";"2";"""[""1"",""2""]""";"1674728564867";"83786"
"99";"1681756560";"0";"93";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674728758614";"10706"
"100";"938989565";"0";"192";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1674728748508";"22202"
"101";"1681756560";"1";"99";"Beagle";"[""Beagle""]";"""[""Beagle"",""Beagle""]""";"1";"7";"""[""7""]""";"1674728758614";"17839"
"102";"1681756560";"2";"96";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674728758614";"22397"
"103";"1681756560";"3";"100";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674728758614";"25989"
"104";"938989565";"1";"196";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"5";"""[""5""]""";"1674728748508";"50147"
"105";"938989565";"2";"193";"Epagneul Breton";"[""Beagle""]";"""[""Epagneul Breton"",""Epagneul Breton"",""Epagneul Breton"",""Beagle""]""";"0";"3";"""[""3""]""";"1674728748508";"74608"
"106";"1632886404";"0";"44";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674728811784";"15713"
"107";"1632886404";"1";"55";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674728811784";"24404"
"108";"938989565";"3";"197";"Beagle";"[""Beagle""]";"""[""Beagle"",""Beagle""]""";"1";"5";"""[""5""]""";"1674728748508";"90268"
"109";"1632886404";"2";"46";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674728811784";"32330"
"110";"1635998633";"0";"116";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1674728839597";"9400"
"111";"1632886404";"3";"57";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674728811784";"38875"
"112";"1635998633";"1";"130";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"4";"""[""4""]""";"1674728839597";"43139"
"113";"1635998633";"2";"123";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1674728839597";"49087"
"114";"1635998633";"3";"133";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"4";"""[""4""]""";"1674728839597";"57278"
"115";"824423895";"0";"170";"Epagneul Breton";"[""Beagle""]";"""[""Beagle""]""";"0";"5";"""[""5""]""";"1674728990166";"34406"
"116";"1470243901";"0";"188";"Epagneul Breton";"[""Beagle""]";"""[""Beagle""]""";"0";"4";"""[""4""]""";"1674729023589";"18885"
"117";"824423895";"1";"165";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"5";"""[""5""]""";"1674728990166";"55209"
"118";"824423895";"2";"173";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1674728990166";"61954"
"119";"1470243901";"1";"189";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"3";"""[""3""]""";"1674729023589";"30435"
"120";"824423895";"3";"167";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"4";"""[""4""]""";"1674728990166";"68739"
"121";"1470243901";"2";"190";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"4";"""[""4""]""";"1674729023589";"40960"
"122";"1470243901";"3";"191";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"3";"""[""3""]""";"1674729023589";"50918"
"123";"1971203126";"0";"110";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1674729103229";"12092"
"124";"1971203126";"1";"119";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"4";"""[""4""]""";"1674729103229";"29542"
"125";"1971203126";"2";"111";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1674729103229";"37770"
"126";"1971203126";"3";"120";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"4";"""[""4""]""";"1674729103229";"49034"
"127";"80467353";"0";"60";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton"",""Beagle""]""";"1";"1";"""[""1""]""";"1674729139253";"21738"
"128";"80467353";"1";"70";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"1";"""[""1""]""";"1674729139253";"28148"
"129";"80467353";"2";"61";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"3";"""[""3""]""";"1674729139253";"37603"
"130";"80467353";"3";"72";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"2";"""[""2""]""";"1674729139253";"43558"
"131";"549346719";"0";"0";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1674729304419";"36694"
"132";"549346719";"1";"1";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"5";"""[""5""]""";"1674729304419";"50369"
"133";"549346719";"2";"2";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1674729304419";"57633"
"134";"549346719";"3";"5";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"5";"""[""5""]""";"1674729304419";"61401"
"135";"954093584";"0";"37";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"4";"""[""4""]""";"1674729723011";"14337"
"136";"954093584";"1";"50";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"4";"""[""4""]""";"1674729723011";"23367"
"137";"2121039006";"0";"21";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674729739832";"7383"
"138";"2121039006";"1";"35";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674729739832";"11831"
"139";"2121039006";"2";"24";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674729739832";"16130"
"140";"954093584";"2";"41";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"4";"""[""4""]""";"1674729723011";"39829"
"141";"2121039006";"3";"38";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"4";"""[""4""]""";"1674729739832";"27056"
"142";"954093584";"3";"51";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"2";"""[""2""]""";"1674729723011";"54007"
"143";"85024445";"0";"131";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"2";"""[""2""]""";"1674729776302";"4567"
"144";"85024445";"1";"138";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"2";"""[""2""]""";"1674729776302";"8804"
"145";"85024445";"2";"132";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"3";"""[""3""]""";"1674729776302";"13718"
"146";"85024445";"3";"139";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"1";"""[""1""]""";"1674729776302";"19748"
"147";"1025419493";"0";"12";"Epagneul Breton";"[""Beagle"",""Epagneul Breton""]";"""[""Epagneul Breton"",""Beagle""]""";"1";"7";"""[""7""]""";"1674729794695";"16544"
"148";"2086220568";"0";"52";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"4";"""[""4""]""";"1674729811917";"8147"
"149";"2086220568";"1";"64";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"4";"""[""4""]""";"1674729811917";"15826"
"150";"2086220568";"2";"53";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"4";"""[""4""]""";"1674729811917";"21705"
"151";"1025419493";"1";"23";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"5";"""[""5""]""";"1674729794695";"40815"
"152";"2086220568";"3";"66";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"4";"""[""4""]""";"1674729811917";"27738"
"153";"1025419493";"2";"13";"Epagneul Breton";"[""Beagle""]";"""[""Beagle""]""";"0";"5";"""[""5""]""";"1674729794695";"52655"
"154";"1025419493";"3";"25";"Beagle";"[""Beagle"",""Epagneul Breton""]";"""[""Epagneul Breton"",""Beagle""]""";"1";"7";"""[""7""]""";"1674729794695";"65427"
"155";"228984559";"0";"54";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1674729903670";"12662"
"156";"228984559";"1";"68";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674729903670";"25267"
"157";"228984559";"2";"56";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674729903670";"31352"
"158";"228984559";"3";"69";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674729903670";"35996"
"159";"388449964";"0";"28";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"2";"""[""2""]""";"1674730007046";"14406"
"160";"388449964";"1";"39";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"2";"""[""2""]""";"1674730007046";"22020"
"161";"388449964";"2";"30";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"2";"""[""2""]""";"1674730007046";"26615"
"162";"388449964";"3";"40";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"5";"""[""5""]""";"1674730007046";"30823"
"163";"2007268345";"0";"98";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1674730161423";"22190"
"164";"2007268345";"1";"101";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"6";"""[""6""]""";"1674730161423";"32148"
"165";"2007268345";"2";"102";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1674730161423";"38676"
"166";"295922843";"0";"127";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""6"",""7""]""";"1674730204684";"9539"
"167";"2007268345";"3";"104";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"5";"""[""5""]""";"1674730161423";"55248"
"168";"295922843";"1";"136";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1674730204684";"13122"
"169";"295922843";"2";"129";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674730204684";"17640"
"170";"295922843";"3";"137";"Beagle";"[""Epagneul Breton"",""Beagle""]";"""[""Beagle"",""Epagneul Breton"",""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1674730204684";"39365"
"171";"767269714";"0";"74";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1674730376438";"20179"
"172";"767269714";"1";"86";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"6";"""[""6""]""";"1674730376438";"25659"
"173";"767269714";"2";"79";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674730376438";"33332"
"174";"767269714";"3";"88";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"5";"""[""5""]""";"1674730376438";"36863"
"175";"1727892562";"0";"65";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"1";"""[""1""]""";"1674730840952";"19599"
"176";"1727892562";"1";"77";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"5";"""[""5""]""";"1674730840952";"29106"
"177";"1727892562";"2";"67";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"3";"""[""3""]""";"1674730840952";"39722"
"178";"1727892562";"3";"78";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"5";"""[""5""]""";"1674730840952";"44090"
"179";"1523838258";"0";"125";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1674730976049";"24748"
"180";"1523838258";"1";"134";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"3";"""[""3""]""";"1674730976049";"41795"
"181";"1523838258";"2";"126";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""3"",""5""]""";"1674730976049";"60141"
"182";"1523838258";"3";"135";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"6";"""[""6""]""";"1674730976049";"65838"
"183";"2122633351";"0";"168";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"2";"""[""2"",""3"",""2""]""";"1674731107552";"11631"
