"85";"147270181";"12";"423";"Epagneul Breton";"[\"Epagneul Breton\"]";"\"[\"Epagneul Breton\"]\"";"1";"7";"\"[\"7\"]\"";"1665146306899";"215703"
"73";"147270181";"10";"424";"Berger des Shetland";"[\"Colley\",\"Berger des Shetland\"]";"\"[\"Colley\",\"Berger des Shetland\"]\"";"1";"6";"\"[\"6\"]\"";"1665146306899";"198360"
"694";"169384566";"6";"84";"Foxhound";"[\"Epagneul Breton\"]";"\"[\"Epagneul Breton\"]\"";"0";"7";"\"[\"7\"]\"";"1665150943126";"142273"
"703";"169384566";"13";"90";"Foxhound";"[\"Berger des Shetland\"]";"\"[\"Berger des Shetland\"]\"";"0";"7";"\"[\"7\"]\"";"1665150943126";"255853"
"692";"169384566";"4";"103";"Beagle";"[\"Colley\",\"Beagle\"]";"\"[\"Colley\",\"Beagle\"]\"";"1";"4";"\"[\"4\"]\"";"1665150943126";"122805"
"690";"169384566";"2";"107";"Basset";"[\"Basset\"]";"\"[\"Basset\"]\"";"1";"7";"\"[\"7\"]\"";"1665150943126";"88745"
"699";"169384566";"11";"113";"Beagle";"[\"Basset\"]";"\"[\"Basset\"]\"";"0";"7";"\"[\"6\",\"7\"]\"";"1665150943126";"226767"
"689";"169384566";"1";"116";"Corgi";"[\"Corgi\"]";"\"[\"Corgi\"]\"";"1";"5";"\"[\"5\"]\"";"1665150943126";"66799"
"696";"169384566";"8";"117";"Corgi";"[\"Corgi\"]";"\"[\"Corgi\"]\"";"1";"7";"\"[\"7\"]\"";"1665150943126";"186108"
"697";"169384566";"9";"118";"Basset";"[\"Basset\"]";"\"[\"Basset\"]\"";"1";"7";"\"[\"7\"]\"";"1665150943126";"190104"
"688";"169384566";"0";"121";"Colley";"[\"Berger des Shetland\",\"Colley\"]";"\"[\"Berger des Shetland\",\"Colley\",\"Berger des Shetland\"]\"";"1";"5";"\"[\"5\",\"5\",\"5\",\"6\",\"5\",\"5\"]\"";"1665150943126";"37491"
"691";"169384566";"3";"123";"Berger des Shetland";"[\"Epagneul Breton\",\"Foxhound\"]";"\"[\"Epagneul Breton\",\"Foxhound\"]\"";"0";"3";"\"[\"3\"]\"";"1665150943126";"108646"
"695";"169384566";"7";"129";"Colley";"[\"Berger des Shetland\"]";"\"[\"Berger des Shetland\"]\"";"0";"6";"\"[\"6\"]\"";"1665150943126";"159211"
"693";"169384566";"5";"136";"Epagneul Breton";"[\"Epagneul Breton\"]";"\"[\"Epagneul Breton\"]\"";"1";"7";"\"[\"7\"]\"";"1665150943126";"134343"
"698";"169384566";"10";"138";"Berger des Shetland";"[\"Berger des Shetland\",\"Colley\"]";"\"[\"Foxhound\",\"Berger des Shetland\",\"Colley\"]\"";"1";"6";"\"[\"6\"]\"";"1665150943126";"211726"
"701";"169384566";"12";"139";"Epagneul Breton";"[\"Beagle\"]";"\"[\"Colley\",\"Beagle\",\"Beagle\"]\"";"0";"7";"\"[\"7\"]\"";"1665150943126";"245918"
"194";"256217810";"6";"110";"Foxhound";"[\"Foxhound\",\"Berger des Shetland\"]";"\"[\"Berger des Shetland\",\"Foxhound\"]\"";"1";"6";"\"[\"6\"]\"";"1665146444412";"223689"
"102";"256217810";"2";"119";"Basset";"[\"Epagneul Breton\",\"Foxhound\",\"Berger des Shetland\",\"Basset\",\"Beagle\"]";"\"[\"Epagneul Breton\",\"Foxhound\",\"Berger des Shetland\",\"Basset\",\"Beagle\"]\"";"1";"6";"\"[\"6\"]\"";"1665146444412";"99584"
"314";"256217810";"13";"122";"Foxhound";"[\"Foxhound\",\"Berger des Shetland\"]";"\"[\"Foxhound\",\"Berger des Shetland\"]\"";"1";"6";"\"[\"6\"]\"";"1665146444412";"397215"
"264";"256217810";"9";"124";"Basset";"[\"Epagneul Breton\",\"Foxhound\",\"Berger des Shetland\",\"Basset\"]";"\"[\"Epagneul Breton\",\"Foxhound\",\"Berger des Shetland\",\"Basset\"]\"";"1";"6";"\"[\"6\"]\"";"1665146444412";"302884"
"82";"256217810";"1";"126";"Corgi";"[\"Corgi\",\"Foxhound\"]";"\"[\"Corgi\",\"Foxhound\"]\"";"1";"5";"\"[\"5\"]\"";"1665146444412";"72919"
"245";"256217810";"8";"127";"Corgi";"[\"Corgi\",\"Foxhound\",\"Berger des Shetland\"]";"\"[\"Corgi\",\"Foxhound\",\"Berger des Shetland\"]\"";"1";"6";"\"[\"6\"]\"";"1665146444412";"280052"
"53";"256217810";"0";"130";"Colley";"[\"Corgi\",\"Foxhound\",\"Berger des Shetland\"]";"\"[\"Berger des Shetland\",\"Foxhound\",\"Corgi\"]\"";"0";"6";"\"[\"6\"]\"";"1665146444412";"30128"
"166";"256217810";"5";"141";"Epagneul Breton";"[\"Epagneul Breton\",\"Foxhound\",\"Berger des Shetland\"]";"\"[\"Epagneul Breton\",\"Foxhound\",\"Berger des Shetland\"]\"";"1";"6";"\"[\"6\"]\"";"1665146444412";"186759"
"216";"256217810";"7";"142";"Colley";"[\"Corgi\",\"Colley\",\"Foxhound\",\"Berger des Shetland\"]";"\"[\"Corgi\",\"Colley\",\"Foxhound\",\"Berger des Shetland\"]\"";"1";"6";"\"[\"6\"]\"";"1665146444412";"250018"
"149";"256217810";"4";"146";"Beagle";"[\"Foxhound\",\"Berger des Shetland\",\"Beagle\"]";"\"[\"Beagle\",\"Berger des Shetland\",\"Foxhound\",\"Epagneul Breton\"]\"";"1";"6";"\"[\"6\"]\"";"1665146444412";"160788"
"294";"256217810";"11";"147";"Beagle";"[\"Epagneul Breton\",\"Foxhound\",\"Berger des Shetland\",\"Beagle\"]";"\"[\"Epagneul Breton\",\"Foxhound\",\"Berger des Shetland\",\"Beagle\"]\"";"1";"6";"\"[\"6\"]\"";"1665146444412";"354395"
"305";"256217810";"12";"149";"Epagneul Breton";"[\"Epagneul Breton\",\"Foxhound\",\"Berger des Shetland\"]";"\"[\"Epagneul Breton\",\"Foxhound\",\"Berger des Shetland\"]\"";"1";"6";"\"[\"6\"]\"";"1665146444412";"378217"
"127";"256217810";"3";"152";"Berger des Shetland";"[\"Colley\",\"Foxhound\",\"Berger des Shetland\"]";"\"[\"Colley\",\"Foxhound\",\"Berger des Shetland\"]\"";"1";"6";"\"[\"6\"]\"";"1665146444412";"127169"
"277";"256217810";"10";"167";"Berger des Shetland";"[\"Colley\",\"Foxhound\",\"Berger des Shetland\"]";"\"[\"Colley\",\"Foxhound\",\"Berger des Shetland\"]\"";"1";"6";"\"[\"6\"]\"";"1665146444412";"328258"
"123";"306446181";"2";"435";"Basset";"[\"Basset\",\"Beagle\",\"Foxhound\"]";"\"[\"Basset\",\"Beagle\",\"Foxhound\"]\"";"1";"7";"\"[\"7\"]\"";"1665146491054";"75413"
"297";"306446181";"9";"438";"Basset";"[\"Beagle\",\"Foxhound\",\"Epagneul Breton\"]";"\"[\"Foxhound\",\"Beagle\",\"Epagneul Breton\"]\"";"0";"5";"\"[\"5\"]\"";"1665146491054";"314550"
"185";"306446181";"4";"445";"Beagle";"[\"Beagle\",\"Foxhound\",\"Corgi\"]";"\"[\"Beagle\",\"Foxhound\",\"Corgi\"]\"";"1";"5";"\"[\"5\"]\"";"1665146491054";"167048"
"315";"306446181";"11";"455";"Beagle";"[\"Beagle\",\"Foxhound\",\"Epagneul Breton\"]";"\"[\"Epagneul Breton\",\"Beagle\",\"Foxhound\"]\"";"1";"5";"\"[\"5\"]\"";"1665146491054";"350795"
"80";"306446181";"0";"458";"Colley";"[\"Basset\",\"Beagle\",\"Epagneul Breton\"]";"\"[\"Epagneul Breton\",\"Beagle\",\"Basset\"]\"";"0";"5";"\"[\"5\"]\"";"1665146491054";"26142"
"281";"306446181";"7";"459";"Colley";"[\"Foxhound\",\"Colley\",\"Berger des Shetland\"]";"\"[\"Colley\",\"Foxhound\",\"Berger des Shetland\"]\"";"1";"5";"\"[\"5\"]\"";"1665146491054";"286259"
"134";"306446181";"3";"483";"Berger des Shetland";"[\"Colley\",\"Berger des Shetland\",\"Epagneul Breton\"]";"\"[\"Colley\",\"Epagneul Breton\",\"Berger des Shetland\"]\"";"1";"5";"\"[\"5\"]\"";"1665146491054";"90958"
"304";"306446181";"10";"487";"Berger des Shetland";"[\"Colley\",\"Berger des Shetland\"]";"\"[\"Colley\",\"Berger des Shetland\"]\"";"1";"5";"\"[\"5\"]\"";"1665146491054";"329301"
"106";"306446181";"1";"490";"Corgi";"[\"Basset\",\"Beagle\",\"Corgi\"]";"\"[\"Corgi\",\"Basset\",\"Beagle\"]\"";"1";"5";"\"[\"5\"]\"";"1665146491054";"58507"
"288";"306446181";"8";"497";"Corgi";"[\"Basset\",\"Beagle\",\"Corgi\"]";"\"[\"Corgi\",\"Basset\",\"Beagle\"]\"";"1";"6";"\"[\"6\"]\"";"1665146491054";"295260"
"228";"306446181";"5";"504";"Epagneul Breton";"[\"Basset\",\"Beagle\",\"Epagneul Breton\"]";"\"[\"Epagneul Breton\",\"Basset\",\"Beagle\"]\"";"1";"5";"\"[\"5\"]\"";"1665146491054";"216497"
"321";"306446181";"12";"505";"Epagneul Breton";"[\"Berger des Shetland\",\"Epagneul Breton\"]";"\"[\"Berger des Shetland\",\"Epagneul Breton\"]\"";"1";"5";"\"[\"6\",\"5\"]\"";"1665146491054";"362008"
"253";"306446181";"6";"506";"Foxhound";"[\"Beagle\",\"Epagneul Breton\"]";"\"[\"Epagneul Breton\",\"Beagle\"]\"";"0";"5";"\"[\"5\"]\"";"1665146491054";"246754"
"327";"306446181";"13";"509";"Foxhound";"[\"Foxhound\",\"Berger des Shetland\",\"Corgi\",\"Epagneul Breton\"]";"\"[\"Epagneul Breton\",\"Berger des Shetland\",\"Corgi\",\"Foxhound\"]\"";"1";"6";"\"[\"6\"]\"";"1665146491054";"382526"
"170";"323063263";"4";"285";"Beagle";"[\"Beagle\"]";"\"[\"Beagle\"]\"";"1";"6";"\"[\"6\"]\"";"1665146440704";"194231"
"124";"323063263";"2";"288";"Basset";"[\"Basset\"]";"\"[\"Basset\"]\"";"1";"7";"\"[\"7\"]\"";"1665146440704";"126398"
"235";"323063263";"9";"291";"Basset";"[\"Basset\"]";"\"[\"Basset\"]\"";"1";"7";"\"[\"7\"]\"";"1665146440704";"272105"
"244";"323063263";"11";"293";"Beagle";"[\"Beagle\"]";"\"[\"Beagle\"]\"";"1";"7";"\"[\"7\"]\"";"1665146440704";"283657"
"115";"323063263";"1";"299";"Corgi";"[\"Corgi\"]";"\"[\"Corgi\"]\"";"1";"7";"\"[\"7\"]\"";"1665146440704";"115322"
"223";"323063263";"8";"304";"Corgi";"[\"Corgi\"]";"\"[\"Corgi\"]\"";"1";"7";"\"[\"7\"]\"";"1665146440704";"262622"
"45";"323063263";"0";"343";"Colley";"[\"Colley\"]";"\"[\"Colley\"]\"";"1";"1";"\"[\"1\"]\"";"1665146440704";"14903"
"220";"323063263";"7";"344";"Colley";"[\"Colley\"]";"\"[\"Colley\",\"Berger des Shetland\"]\"";"1";"7";"\"[\"7\"]\"";"1665146440704";"257287"
"211";"323063263";"6";"347";"Foxhound";"[\"Foxhound\"]";"\"[\"Foxhound\"]\"";"1";"7";"\"[\"7\"]\"";"1665146440704";"244908"
"204";"323063263";"5";"349";"Epagneul Breton";"[\"Epagneul Breton\"]";"\"[\"Epagneul Breton\"]\"";"1";"7";"\"[\"7\"]\"";"1665146440704";"239322"
"250";"323063263";"12";"356";"Epagneul Breton";"[\"Epagneul Breton\"]";"\"[\"Epagneul Breton\"]\"";"1";"7";"\"[\"7\"]\"";"1665146440704";"289015"
"259";"323063263";"13";"359";"Foxhound";"[\"Beagle\"]";"\"[\"Beagle\"]\"";"0";"5";"\"[\"7\",\"6\",\"5\"]\"";"1665146440704";"305021"
"138";"323063263";"3";"368";"Berger des Shetland";"[\"Berger des Shetland\"]";"\"[\"Berger des Shetland\"]\"";"1";"4";"\"[\"7\",\"4\"]\"";"1665146440704";"145711"
"240";"323063263";"10";"373";"Berger des Shetland";"[\"Berger des Shetland\"]";"\"[\"Berger des Shetland\"]\"";"1";"7";"\"[\"7\"]\"";"1665146440704";"277557"
"550";"372885710";"2";"8";"Basset";"[\"Basset\"]";"\"[\"Basset\"]\"";"1";"7";"\"[\"7\"]\"";"1665148092510";"58863"
"551";"372885710";"3";"9";"Berger des Shetland";"[\"Colley\"]";"\"[\"Colley\"]\"";"0";"6";"\"[\"6\"]\"";"1665148092510";"67195"
"558";"372885710";"10";"10";"Berger des Shetland";"[\"Berger des Shetland\"]";"\"[\"Berger des Shetland\"]\"";"1";"7";"\"[\"7\"]\"";"1665148092510";"165978"
"557";"372885710";"9";"14";"Basset";"[\"Basset\"]";"\"[\"Basset\"]\"";"1";"7";"\"[\"7\"]\"";"1665148092510";"162211"
"552";"372885710";"4";"15";"Beagle";"[\"Foxhound\",\"Beagle\"]";"\"[\"Beagle\",\"Foxhound\"]\"";"1";"3";"\"[\"5\",\"3\"]\"";"1665148092510";"90733"
"559";"372885710";"11";"16";"Beagle";"[\"Basset\",\"Beagle\"]";"\"[\"Basset\",\"Beagle\"]\"";"1";"3";"\"[\"3\"]\"";"1665148092510";"173152"
"549";"372885710";"1";"21";"Corgi";"[\"Corgi\"]";"\"[\"Corgi\"]\"";"1";"7";"\"[\"7\"]\"";"1665148092510";"51051"
"554";"372885710";"6";"25";"Foxhound";"[\"Foxhound\",\"Beagle\"]";"\"[\"Beagle\",\"Foxhound\"]\"";"1";"3";"\"[\"3\"]\"";"1665148092510";"112818"
"556";"372885710";"8";"26";"Corgi";"[\"Basset\",\"Beagle\"]";"\"[\"Basset\",\"Beagle\"]\"";"0";"3";"\"[\"3\"]\"";"1665148092510";"144265"
"548";"372885710";"0";"27";"Colley";"[\"Berger des Shetland\"]";"\"[\"Berger des Shetland\"]\"";"0";"5";"\"[\"3\",\"5\"]\"";"1665148092510";"21453"
"553";"372885710";"5";"30";"Epagneul Breton";"[\"Epagneul Breton\"]";"\"[\"Epagneul Breton\"]\"";"1";"7";"\"[\"7\"]\"";"1665148092510";"101351"
"555";"372885710";"7";"31";"Colley";"[\"Colley\"]";"\"[\"Colley\"]\"";"1";"7";"\"[\"7\"]\"";"1665148092510";"124690"
"561";"372885710";"13";"36";"Foxhound";"[\"Epagneul Breton\",\"Foxhound\"]";"\"[\"Foxhound\",\"Epagneul Breton\"]\"";"1";"2";"\"[\"2\"]\"";"1665148092510";"193033"
"560";"372885710";"12";"40";"Epagneul Breton";"[\"Epagneul Breton\"]";"\"[\"Epagneul Breton\"]\"";"1";"7";"\"[\"7\"]\"";"1665148092510";"185406"
"136";"392605281";"2";"292";"Basset";"[\"Basset\",\"Epagneul Breton\"]";"\"[\"Basset\",\"Epagneul Breton\"]\"";"1";"5";"\"[\"5\"]\"";"1665146531438";"52319"
"243";"392605281";"9";"294";"Basset";"[\"Berger des Shetland\",\"Basset\"]";"\"[\"Berger des Shetland\",\"Basset\"]\"";"1";"6";"\"[\"6\"]\"";"1665146531438";"192276"
"129";"392605281";"1";"307";"Corgi";"[\"Corgi\"]";"\"[\"Corgi\"]\"";"1";"4";"\"[\"4\"]\"";"1665146531438";"42417"
"209";"392605281";"4";"308";"Beagle";"[\"Colley\",\"Foxhound\"]";"\"[\"Colley\",\"Foxhound\"]\"";"0";"5";"\"[\"5\"]\"";"1665146531438";"153253"
"239";"392605281";"8";"309";"Corgi";"[\"Epagneul Breton\",\"Colley\"]";"\"[\"Epagneul Breton\",\"Colley\"]\"";"0";"5";"\"[\"5\"]\"";"1665146531438";"185775"
"255";"392605281";"11";"322";"Beagle";"[\"Berger des Shetland\",\"Basset\"]";"\"[\"Basset\",\"Berger des Shetland\"]\"";"0";"6";"\"[\"6\"]\"";"1665146531438";"208310"
"110";"392605281";"0";"348";"Colley";"[\"Basset\"]";"\"[\"Basset\"]\"";"0";"2";"\"[\"1\",\"2\"]\"";"1665146531438";"19956"
"233";"392605281";"7";"355";"Colley";"[\"Epagneul Breton\",\"Colley\"]";"\"[\"Epagneul Breton\",\"Colley\"]\"";"1";"5";"\"[\"5\"]\"";"1665146531438";"180431"
"221";"392605281";"6";"367";"Foxhound";"[\"Berger des Shetland\",\"Basset\"]";"\"[\"Berger des Shetland\",\"Basset\"]\"";"0";"5";"\"[\"5\"]\"";"1665146531438";"166675"
"268";"392605281";"13";"372";"Foxhound";"[\"Berger des Shetland\",\"Basset\"]";"\"[\"Berger des Shetland\",\"Basset\"]\"";"0";"6";"\"[\"6\"]\"";"1665146531438";"220035"
"214";"392605281";"5";"375";"Epagneul Breton";"[\"Epagneul Breton\",\"Colley\"]";"\"[\"Epagneul Breton\",\"Colley\"]\"";"1";"5";"\"[\"5\"]\"";"1665146531438";"159865"
"261";"392605281";"12";"377";"Epagneul Breton";"[\"Berger des Shetland\",\"Basset\"]";"\"[\"Berger des Shetland\",\"Basset\"]\"";"0";"6";"\"[\"6\"]\"";"1665146531438";"214746"
"144";"392605281";"3";"381";"Berger des Shetland";"[\"Epagneul Breton\",\"Colley\"]";"\"[\"Epagneul Breton\",\"Colley\"]\"";"0";"5";"\"[\"5\"]\"";"1665146531438";"67328"
"251";"392605281";"10";"390";"Berger des Shetland";"[\"Epagneul Breton\",\"Colley\"]";"\"[\"Epagneul Breton\",\"Colley\"]\"";"0";"5";"\"[\"5\"]\"";"1665146531438";"199081"
"153";"457652459";"2";"557";"Basset";"[\"Basset\",\"Foxhound\"]";"\"[\"Basset\",\"Foxhound\"]\"";"1";"5";"\"[\"6\",\"5\"]\"";"1665146544552";"64394"
"226";"457652459";"9";"563";"Basset";"[\"Basset\"]";"\"[\"Basset\"]\"";"1";"6";"\"[\"6\"]\"";"1665146544552";"160912"
"169";"457652459";"3";"584";"Berger des Shetland";"[\"Berger des Shetland\",\"Colley\"]";"\"[\"Berger des Shetland\",\"Colley\"]\"";"1";"5";"\"[\"5\"]\"";"1665146544552";"88512"
