"43";"147270181";"8";"\"Corgi\"";"3";"0";"1";"\"[\"Corgi\"]\"";"\"[\"3\"]\""
"54";"147270181";"10";"\"Colley\"";"6";"0";"1";"\"[\"Colley\"]\"";"\"[\"6\"]\""
"507";"169384566";"0";"\"Berger des Shetland\"";"5";"0";"1";"\"[\"Berger des Shetland\"]\"";"\"[\"5\",\"6\",\"5\"]\""
"508";"169384566";"1";"[\"Corgi\",\"Beagle\"]";"6";"0";"0";"\"[\"Beagle\"]\"";"\"[\"5\",\"6\"]\""
"509";"169384566";"3";"\"Foxhound\"";"4";"0";"1";"\"[\"Foxhound\"]\"";"\"[\"4\"]\""
"510";"169384566";"4";"\"Colley\"";"4";"0";"1";"\"[\"Colley\"]\"";"\"[\"4\"]\""
"511";"169384566";"7";"[\"Berger des Shetland\",\"Colley\"]";"6";"0";"0";"\"[\"Colley\",\"Colley\",\"Colley\"]\"";"\"[\"6\",\"6\",\"5\",\"6\",\"7\",\"7\",\"5\",\"6\"]\""
"512";"169384566";"10";"\"Colley\"";"5";"0";"1";"\"[\"Colley\"]\"";"\"[\"5\"]\""
"46";"256217810";"0";"[\"Foxhound\",\"Berger des Shetland\"]";"3";"0";"1";"\"[\"Foxhound\",\"Berger des Shetland\"]\"";"\"[\"3\"]\""
"66";"256217810";"1";"\"Corgi\"";"5";"0";"1";"\"[\"Corgi\"]\"";"\"[\"5\"]\""
"83";"256217810";"2";"[\"Epagneul Breton\",\"Foxhound\"]";"5";"0";"1";"\"[\"Foxhound\",\"Epagneul Breton\"]\"";"\"[\"5\"]\""
"98";"256217810";"3";"\"Colley\"";"5";"0";"1";"\"[\"Colley\"]\"";"\"[\"5\"]\""
"117";"256217810";"4";"";\N;"1";"1";"";""
"132";"256217810";"5";"\"Foxhound\"";"3";"0";"1";"\"[\"Epagneul Breton\",\"Foxhound\"]\"";"\"[\"3\"]\""
"148";"256217810";"6";"";\N;"1";"1";"";""
"162";"256217810";"7";"[\"Corgi\",\"Colley\"]";"3";"0";"1";"\"[\"Corgi\",\"Colley\"]\"";"\"[\"3\"]\""
"176";"256217810";"8";"\"Corgi\"";"5";"0";"1";"\"[\"Corgi\"]\"";"\"[\"5\"]\""
"198";"256217810";"9";"[\"Epagneul Breton\",\"Foxhound\"]";"3";"0";"1";"\"[\"Epagneul Breton\",\"Foxhound\"]\"";"\"[\"3\"]\""
"205";"256217810";"10";"\"Colley\"";"3";"0";"1";"\"[\"Colley\"]\"";"\"[\"3\"]\""
"222";"256217810";"11";"[\"Epagneul Breton\",\"Foxhound\"]";"3";"0";"1";"\"[\"Epagneul Breton\",\"Foxhound\"]\"";"\"[\"3\"]\""
"233";"256217810";"12";"\"Epagneul Breton\"";"5";"0";"1";"\"[\"Epagneul Breton\"]\"";"\"[\"5\"]\""
"241";"256217810";"13";"";\N;"1";"1";"";""
"65";"306446181";"0";"\"Epagneul Breton\"";"3";"0";"1";"\"[\"Epagneul Breton\"]\"";"\"[\"3\"]\""
"79";"306446181";"1";"\"Corgi\"";"3";"0";"1";"\"[\"Corgi\"]\"";"\"[\"3\"]\""
"90";"306446181";"2";"\"Beagle\"";"6";"0";"1";"\"[\"Beagle\"]\"";"\"[\"6\"]\""
"119";"306446181";"3";"\"Colley\"";"3";"0";"1";"\"[\"Colley\"]\"";"\"[\"5\",\"3\"]\""
"140";"306446181";"4";"\"Foxhound\"";"3";"0";"1";"\"[\"Foxhound\"]\"";"\"[\"3\"]\""
"165";"306446181";"5";"\"Epagneul Breton\"";"3";"0";"1";"\"[\"Epagneul Breton\"]\"";"\"[\"3\"]\""
"189";"306446181";"6";"\"Beagle\"";"1";"0";"1";"\"[\"Beagle\"]\"";"\"[\"1\"]\""
"208";"306446181";"7";"\"Colley\"";"4";"0";"1";"\"[\"Colley\"]\"";"\"[\"4\"]\""
"215";"306446181";"8";"\"Corgi\"";"4";"0";"1";"\"[\"Corgi\"]\"";"\"[\"4\"]\""
"223";"306446181";"9";"\"Epagneul Breton\"";"3";"0";"1";"\"[\"Epagneul Breton\"]\"";"\"[\"3\"]\""
"232";"306446181";"10";"\"Berger des Shetland\"";"3";"0";"1";"\"[\"Berger des Shetland\"]\"";"\"[\"3\"]\""
"239";"306446181";"11";"\"Epagneul Breton\"";"2";"0";"1";"\"[\"Epagneul Breton\"]\"";"\"[\"2\"]\""
"245";"306446181";"12";"\"Epagneul Breton\"";"3";"0";"1";"\"[\"Epagneul Breton\"]\"";"\"[\"3\"]\""
"252";"306446181";"13";"\"Epagneul Breton\"";"2";"0";"1";"\"[\"Epagneul Breton\"]\"";"\"[\"2\"]\""
"76";"323063263";"0";"";\N;"1";"0";"";""
"121";"323063263";"3";"";\N;"1";"0";"";""
"142";"323063263";"4";"";\N;"1";"0";"";""
"193";"323063263";"13";"";\N;"1";"0";"";""
"413";"372885710";"0";"[\"Colley\",\"Berger des Shetland\"]";"5";"0";"0";"\"[\"Colley\"]\"";"\"[\"5\",\"4\",\"3\",\"2\",\"2\",\"2\",\"5\"]\""
"414";"372885710";"3";"[\"Colley\",\"Berger des Shetland\"]";"5";"0";"0";"\"[\"Berger des Shetland\"]\"";"\"[\"5\"]\""
"415";"372885710";"4";"\"Beagle\"";"4";"0";"1";"\"[\"Beagle\"]\"";"\"[\"4\"]\""
"416";"372885710";"6";"\"Beagle\"";"2";"0";"1";"\"[\"Beagle\"]\"";"\"[\"2\"]\""
"417";"372885710";"8";"\"Basset\"";"4";"0";"1";"\"[\"Basset\"]\"";"\"[\"4\"]\""
"418";"372885710";"11";"\"Basset\"";"3";"0";"1";"\"[\"Basset\"]\"";"\"[\"3\"]\""
"419";"372885710";"13";"\"Foxhound\"";"3";"0";"1";"\"[\"Foxhound\"]\"";"\"[\"3\"]\""
"80";"392605281";"0";"";\N;"1";"0";"";""
"95";"392605281";"1";"[\"Corgi\",\"Epagneul Breton\"]";"5";"0";"0";"\"[\"Epagneul Breton\"]\"";"\"[\"6\",\"5\"]\""
"104";"392605281";"2";"\"Basset\"";"5";"0";"1";"\"[\"Basset\"]\"";"\"[\"5\"]\""
"107";"392605281";"3";"\"Epagneul Breton\"";"5";"0";"1";"\"[\"Epagneul Breton\"]\"";"\"[\"5\"]\""
"153";"392605281";"4";"\"Foxhound\"";"5";"0";"1";"\"[\"Foxhound\"]\"";"\"[\"5\"]\""
"156";"392605281";"5";"\"Colley\"";"5";"0";"1";"\"[\"Colley\"]\"";"\"[\"5\"]\""
"160";"392605281";"6";"\"Berger des Shetland\"";"5";"0";"1";"\"[\"Basset\",\"Berger des Shetland\"]\"";"\"[\"5\"]\""
"169";"392605281";"7";"\"Colley\"";"5";"0";"1";"\"[\"Colley\"]\"";"\"[\"5\"]\""
"171";"392605281";"8";"\"Colley\"";"5";"0";"1";"\"[\"Colley\"]\"";"\"[\"5\"]\""
"174";"392605281";"9";"\"Berger des Shetland\"";"5";"0";"1";"\"[\"Basset\",\"Berger des Shetland\"]\"";"\"[\"5\"]\""
"183";"392605281";"10";"\"Epagneul Breton\"";"5";"0";"1";"\"[\"Colley\",\"Epagneul Breton\",\"Epagneul Breton\"]\"";"\"[\"5\"]\""
"185";"392605281";"11";"\"Berger des Shetland\"";"6";"0";"1";"\"[\"Berger des Shetland\"]\"";"\"[\"6\"]\""
"187";"392605281";"12";"\"Berger des Shetland\"";"6";"0";"1";"\"[\"Berger des Shetland\"]\"";"\"[\"6\"]\""
"192";"392605281";"13";"\"Berger des Shetland\"";"6";"0";"1";"\"[\"Berger des Shetland\"]\"";"\"[\"6\"]\""
"101";"457652459";"1";"\"Corgi\"";"7";"0";"1";"\"[\"Corgi\"]\"";"\"[\"7\"]\""
"113";"457652459";"2";"\"Foxhound\"";"5";"0";"1";"\"[\"Foxhound\"]\"";"\"[\"5\"]\""
"128";"457652459";"3";"\"Berger des Shetland\"";"6";"0";"1";"\"[\"Berger des Shetland\"]\"";"\"[\"6\"]\""
"147";"457652459";"6";"\"Foxhound\"";"4";"0";"1";"\"[\"Foxhound\"]\"";"\"[\"4\"]\""
"168";"457652459";"9";"[\"Basset\",\"Foxhound\"]";"6";"0";"0";"\"[\"Foxhound\"]\"";"\"[\"6\"]\""
"181";"457652459";"10";"\"Berger des Shetland\"";"6";"0";"1";"\"[\"Berger des Shetland\"]\"";"\"[\"6\"]\""
"197";"457652459";"13";"\"Foxhound\"";"6";"0";"1";"\"[\"Foxhound\"]\"";"\"[\"6\"]\""
"282";"530627533";"4";"";\N;"1";"0";"";""
"287";"530627533";"6";"";\N;"1";"0";"";""
"297";"530627533";"7";"\"Berger des Shetland\"";"6";"0";"1";"\"[\"Berger des Shetland\"]\"";"\"[\"6\"]\""
"301";"530627533";"8";"";\N;"1";"0";"";""
"307";"530627533";"10";"\"Berger des Shetland\"";"6";"0";"1";"\"[\"Berger des Shetland\"]\"";"\"[\"6\"]\""
"313";"530627533";"12";"";\N;"1";"0";"";""
"321";"530627533";"13";"";\N;"1";"0";"";""
"429";"537281678";"0";"[\"Foxhound\",\"Colley\",\"Corgi\"]";"2";"0";"1";"\"[\"Foxhound\",\"Colley\",\"Corgi\"]\"";"\"[\"2\",\"1\",\"2\"]\""
"432";"537281678";"1";"[\"Foxhound\",\"Basset\",\"Corgi\"]";"1";"0";"1";"\"[\"Berger des Shetland\",\"Corgi\",\"Basset\",\"Foxhound\"]\"";"\"[\"1\"]\""
"437";"537281678";"2";"[\"Berger des Shetland\",\"Colley\",\"Corgi\"]";"1";"0";"1";"\"[\"Berger des Shetland\",\"Colley\",\"Corgi\"]\"";"\"[\"1\"]\""
"440";"537281678";"3";"[\"Foxhound\",\"Berger des Shetland\"]";"2";"0";"1";"\"[\"Foxhound\",\"Berger des Shetland\"]\"";"\"[\"1\",\"2\"]\""
"446";"537281678";"6";"[\"Colley\",\"Basset\",\"Corgi\",\"Beagle\"]";"1";"0";"1";"\"[\"Beagle\",\"Corgi\",\"Colley\",\"Basset\"]\"";"\"[\"1\"]\""
"448";"537281678";"7";"[\"Berger des Shetland\",\"Colley\"]";"1";"0";"1";"\"[\"Berger des Shetland\",\"Colley\"]\"";"\"[\"1\"]\""
"450";"537281678";"8";"[\"Foxhound\",\"Colley\",\"Corgi\"]";"1";"0";"1";"\"[\"Foxhound\",\"Colley\",\"Corgi\"]\"";"\"[\"1\"]\""
"451";"537281678";"9";"";\N;"1";"1";"";""
"453";"537281678";"10";"[\"Berger des Shetland\",\"Colley\"]";"1";"0";"1";"\"[\"Berger des Shetland\",\"Colley\"]\"";"\"[\"1\"]\""
"456";"537281678";"11";"[\"Foxhound\",\"Berger des Shetland\",\"Basset\",\"Corgi\",\"Beagle\"]";"5";"0";"0";"\"[\"Berger des Shetland\",\"Foxhound\",\"Corgi\",\"Basset\"]\"";"\"[\"5\"]\""
"459";"537281678";"13";"[\"Foxhound\",\"Colley\",\"Basset\",\"Corgi\"]";"1";"0";"1";"\"[\"Foxhound\",\"Colley\",\"Basset\",\"Corgi\"]\"";"\"[\"1\"]\""
"161";"606012416";"0";"\"Colley\"";"5";"0";"1";"\"[\"Colley\"]\"";"\"[\"5\"]\""
"201";"606012416";"1";"[\"Corgi\",\"Beagle\"]";"3";"0";"0";"\"[\"Beagle\",\"Beagle\"]\"";"\"[\"6\",\"6\",\"6\",\"5\",\"6\",\"7\",\"5\",\"6\",\"6\",\"5\",\"6\",\"4\",\"6\",\"3\"]\""
"212";"606012416";"2";"[\"Beagle\",\"Basset\"]";"4";"0";"0";"\"[\"Beagle\"]\"";"\"[\"4\"]\""
"220";"606012416";"3";"\"Berger des Shetland\"";"6";"0";"1";"\"[\"Colley\",\"Berger des Shetland\"]\"";"\"[\"6\"]\""
"228";"606012416";"4";"\"Beagle\"";"6";"0";"1";"\"[\"Beagle\"]\"";"\"[\"6\"]\""
"237";"606012416";"7";"\"Colley\"";"4";"0";"1";"\"[\"Colley\"]\"";"\"[\"4\"]\""
"244";"606012416";"8";"\"Basset\"";"3";"0";"1";"\"[\"Basset\"]\"";"\"[\"3\"]\""
"249";"606012416";"9";"\"Basset\"";"6";"0";"1";"\"[\"Beagle\",\"Basset\"]\"";"\"[\"6\"]\""
"253";"606012416";"10";"\"Colley\"";"5";"0";"1";"\"[\"Colley\"]\"";"\"[\"5\"]\""
"29";"669409602";"0";"[\"Epagneul Breton\",\"Berger des Shetland\",\"Basset\"]";"1";"0";"1";"\"[\"Berger des Shetland\",\"Epagneul Breton\",\"Basset\"]\"";"\"[\"1\"]\""
"44";"669409602";"1";"\"Corgi\"";"2";"0";"1";"\"[\"Corgi\"]\"";"\"[\"3\",\"2\"]\""
"58";"669409602";"2";"[\"Epagneul Breton\",\"Beagle\"]";"1";"0";"1";"\"[\"Epagneul Breton\",\"Beagle\"]\"";"\"[\"1\"]\""
"72";"669409602";"3";"[\"Epagneul Breton\",\"Beagle\",\"Foxhound\",\"Colley\"]";"1";"0";"1";"\"[\"Epagneul Breton\",\"Beagle\",\"Colley\",\"Foxhound\"]\"";"\"[\"1\"]\""
"78";"669409602";"4";"[\"Beagle\",\"Berger des Shetland\",\"Foxhound\"]";"1";"0";"1";"\"[\"Beagle\",\"Foxhound\",\"Berger des Shetland\"]\"";"\"[\"1\"]\""
"91";"669409602";"5";"[\"Epagneul Breton\",\"Berger des Shetland\",\"Foxhound\",\"Colley\"]";"1";"0";"1";"\"[\"Epagneul Breton\",\"Berger des Shetland\",\"Foxhound\",\"Colley\"]\"";"\"[\"1\"]\""
"99";"669409602";"6";"[\"Epagneul Breton\",\"Berger des Shetland\",\"Basset\",\"Colley\"]";"1";"0";"1";"\"[\"Epagneul Breton\",\"Berger des Shetland\",\"Basset\",\"Colley\"]\"";"\"[\"1\"]\""
"110";"669409602";"7";"[\"Epagneul Breton\",\"Beagle\",\"Berger des Shetland\",\"Colley\"]";"2";"0";"1";"\"[\"Epagneul Breton\",\"Beagle\",\"Berger des Shetland\",\"Colley\"]\"";"\"[\"2\"]\""
"120";"669409602";"8";"\"Corgi\"";"2";"0";"1";"\"[\"Corgi\"]\"";"\"[\"2\"]\""
"129";"669409602";"9";"[\"Basset\",\"Colley\"]";"2";"0";"1";"\"[\"Basset\",\"Colley\"]\"";"\"[\"2\"]\""
"136";"669409602";"10";"[\"Beagle\",\"Berger des Shetland\",\"Foxhound\",\"Colley\"]";"2";"0";"1";"\"[\"Beagle\",\"Berger des Shetland\",\"Colley\",\"Foxhound\"]\"";"\"[\"2\"]\""
"145";"669409602";"11";"[\"Epagneul Breton\",\"Beagle\",\"Berger des Shetland\"]";"2";"0";"1";"\"[\"Epagneul Breton\",\"Beagle\",\"Berger des Shetland\"]\"";"\"[\"2\"]\""
"154";"669409602";"12";"[\"Epagneul Breton\",\"Beagle\",\"Foxhound\"]";"2";"0";"1";"\"[\"Epagneul Breton\",\"Beagle\",\"Foxhound\"]\"";"\"[\"2\"]\""
"157";"669409602";"13";"[\"Epagneul Breton\",\"Beagle\",\"Foxhound\"]";"2";"0";"1";"\"[\"Epagneul Breton\",\"Beagle\",\"Foxhound\"]\"";"\"[\"2\"]\""
"262";"699851119";"0";"\"Foxhound\"";"6";"0";"1";"\"[\"Foxhound\"]\"";"\"[\"6\"]\""
"266";"699851119";"2";"\"Berger des Shetland\"";"7";"0";"1";"\"[\"Berger des Shetland\"]\"";"\"[\"7\"]\""
"270";"699851119";"3";"[\"Colley\",\"Basset\"]";"4";"0";"0";"\"[\"Corgi\",\"Epagneul Breton\",\"Basset\"]\"";"\"[\"4\"]\""
"356";"699851119";"4";"[\"Beagle\",\"Basset\"]";"6";"0";"0";"\"[\"Basset\"]\"";"\"[\"3\",\"6\"]\""
"362";"699851119";"5";"\"Epagneul Breton\"";"6";"0";"1";"\"[\"Epagneul Breton\"]\"";"\"[\"6\"]\""
"365";"699851119";"6";"\"Berger des Shetland\"";"7";"0";"1";"\"[\"Berger des Shetland\"]\"";"\"[\"7\"]\""
"369";"699851119";"7";"[\"Colley\",\"Berger des Shetland\"]";"4";"0";"0";"\"[\"Berger des Shetland\"]\"";"\"[\"4\"]\""
"376";"699851119";"9";"[\"Berger des Shetland\",\"Basset\"]";"6";"0";"0";"\"[\"Berger des Shetland\"]\"";"\"[\"5\",\"7\",\"6\"]\""
"382";"699851119";"10";"[\"Foxhound\",\"Basset\"]";"6";"0";"0";"\"[\"Basset\"]\"";"\"[\"6\"]\""
"387";"699851119";"11";"[\"Berger des Shetland\",\"Basset\"]";"5";"0";"0";"\"[\"Basset\"]\"";"\"[\"5\"]\""
"390";"699851119";"12";"[\"Foxhound\",\"Corgi\"]";"6";"0";"0";"\"[\"Corgi\"]\"";"\"[\"6\"]\""
"392";"699851119";"13";"\"Colley\"";"6";"0";"1";"\"[\"Colley\"]\"";"\"[\"6\"]\""
"172";"782980762";"0";"";\N;"1";"1";"";""
"194";"782980762";"1";"";\N;"1";"1";"";""
"209";"782980762";"2";"";\N;"1";"1";"";""
"224";"782980762";"3";"";\N;"1";"1";"";""
"234";"782980762";"4";"";\N;"1";"1";"";""
"243";"782980762";"5";"";\N;"1";"1";"";""
"247";"782980762";"6";"";\N;"1";"1";"";""
"256";"782980762";"7";"";\N;"1";"1";"";""
"261";"782980762";"8";"";\N;"1";"1";"";""
"269";"782980762";"9";"";\N;"1";"1";"";""
"273";"782980762";"10";"";\N;"1";"1";"";""
"278";"782980762";"11";"";\N;"1";"1";"";""
"286";"782980762";"12";"";\N;"1";"1";"";""
"291";"782980762";"13";"";\N;"1";"1";"";""
"9";"833153853";"0";"\"Colley\"";"5";"0";"1";"\"[\"Colley\"]\"";"\"[\"5\"]\""
"20";"833153853";"1";"\"Corgi\"";"7";"0";"1";"\"[\"Corgi\"]\"";"\"[\"7\"]\""
"21";"833153853";"2";"\"Basset\"";"7";"0";"1";"\"[\"Basset\"]\"";"\"[\"7\"]\""
"25";"833153853";"3";"\"Colley\"";"7";"0";"1";"\"[\"Colley\"]\"";"\"[\"7\"]\""
"32";"833153853";"4";"\"Beagle\"";"7";"0";"1";"\"[\"Beagle\"]\"";"\"[\"7\"]\""
"35";"833153853";"5";"\"Epagneul Breton\"";"7";"0";"1";"\"[\"Epagneul Breton\"]\"";"\"[\"7\"]\""
"42";"833153853";"6";"\"Foxhound\"";"4";"0";"1";"\"[\"Foxhound\"]\"";"\"[\"4\"]\""
"53";"833153853";"8";"[\"Corgi\",\"Foxhound\"]";"5";"0";"0";"\"[\"Foxhound\"]\"";"\"[\"5\"]\""
"62";"833153853";"9";"[\"Berger des Shetland\",\"Beagle\"]";"7";"0";"0";"\"[\"Berger des Shetland\"]\"";"\"[\"6\",\"7\"]\""
"60";"872937138";"0";"";\N;"1";"0";"";""
"96";"872937138";"1";"[\"Corgi\",\"Berger des Shetland\"]";"3";"0";"1";"\"[\"Corgi\",\"Berger des Shetland\"]\"";"\"[\"3\"]\""
"114";"872937138";"2";"";\N;"1";"1";"";""
"126";"872937138";"3";"";\N;"1";"1";"";""
"135";"872937138";"4";"";\N;"1";"1";"";""
"151";"872937138";"6";"";\N;"1";"1";"";""
"173";"872937138";"8";"\"Corgi\"";"5";"0";"1";"\"[\"Corgi\"]\"";"\"[\"5\"]\""
"186";"872937138";"9";"";\N;"1";"1";"";""
"199";"872937138";"10";"\"Berger des Shetland\"";"5";"0";"1";"\"[\"Berger des Shetland\"]\"";"\"[\"5\"]\""
"217";"872937138";"11";"[\"Beagle\",\"Basset\"]";"5";"0";"1";"\"[\"Beagle\",\"Basset\"]\"";"\"[\"5\"]\""
"227";"872937138";"13";"\"Beagle\"";"5";"0";"1";"\"[\"Beagle\"]\"";"\"[\"5\"]\""
"22";"882926133";"0";"[\"Beagle\",\"Foxhound\",\"Colley\"]";"6";"0";"0";"\"[\"Foxhound\",\"Beagle\"]\"";"\"[\"6\"]\""
"33";"882926133";"3";"[\"Beagle\",\"Foxhound\",\"Colley\"]";"6";"0";"0";"\"[\"Beagle\",\"Foxhound\"]\"";"\"[\"6\"]\""
"41";"882926133";"4";"\"Beagle\"";"5";"0";"1";"\"[\"Beagle\"]\"";"\"[\"5\"]\""
"47";"882926133";"5";"[\"Epagneul Breton\",\"Beagle\",\"Basset\",\"Foxhound\"]";"6";"0";"0";"\"[\"Beagle\",\"Basset\",\"Foxhound\"]\"";"\"[\"6\"]\""
"55";"882926133";"6";"";\N;"1";"1";"";""
"69";"882926133";"7";"";\N;"1";"1";"";""
"94";"882926133";"8";"";\N;"1";"1";"";""
"339";"882926133";"9";"";\N;"1";"1";"";""
"345";"882926133";"10";"";\N;"1";"1";"";""
"347";"882926133";"11";"";\N;"1";"1";"";""
"351";"882926133";"12";"";\N;"1";"1";"";""
"354";"882926133";"13";"";\N;"1";"1";"";""
"473";"886807170";"3";"\"Berger des Shetland\"";"5";"0";"1";"\"[\"Berger des Shetland\"]\"";"\"[\"5\"]\""
"476";"886807170";"6";"";\N;"1";"0";"";""
"477";"886807170";"8";"";\N;"1";"0";"";""
"478";"886807170";"10";"";\N;"1";"0";"";""
"480";"886807170";"13";"";\N;"1";"0";"";""
"15";"887492756";"1";"[\"Berger des Shetland\",\"Foxhound\"]";"5";"0";"1";"\"[\"Foxhound\",\"Berger des Shetland\"]\"";"\"[\"5\"]\""
"34";"887492756";"2";"[\"Beagle\",\"Epagneul Breton\"]";"5";"0";"1";"\"[\"Beagle\",\"Epagneul Breton\"]\"";"\"[\"5\"]\""
"52";"887492756";"4";"\"Basset\"";"4";"0";"1";"\"[\"Basset\"]\"";"\"[\"5\",\"4\"]\""
"70";"887492756";"5";"\"Epagneul Breton\"";"5";"0";"1";"\"[\"Epagneul Breton\"]\"";"\"[\"5\"]\""
"102";"887492756";"9";"[\"Beagle\",\"Epagneul Breton\"]";"5";"0";"1";"\"[\"Beagle\",\"Epagneul Breton\"]\"";"\"[\"5\"]\""
"123";"887492756";"11";"";\N;"1";"1";"";""
"143";"887492756";"12";"[\"Berger des Shetland\",\"Epagneul Breton\",\"Foxhound\"]";"7";"0";"0";"\"[\"Foxhound\",\"Berger des Shetland\",\"Foxhound\"]\"";"\"[\"7\"]\""
"324";"920609102";"0";"[\"Colley\",\"Berger des Shetland\"]";"5";"0";"1";"\"[\"Colley\",\"Berger des Shetland\"]\"";"\"[\"5\"]\""
"372";"920609102";"1";"";\N;"1";"1";"";""
"380";"920609102";"2";"";\N;"1";"0";"";""
"393";"920609102";"3";"";\N;"1";"1";"";""
"397";"920609102";"4";"";\N;"1";"1";"";""
"401";"920609102";"6";"";\N;"1";"1";"";""
"403";"920609102";"7";"\"Foxhound\"";"4";"0";"1";"\"[\"Foxhound\"]\"";"\"[\"4\"]\""
"404";"920609102";"8";"";\N;"1";"1";"";""
"405";"920609102";"10";"[\"Colley\",\"Berger des Shetland\"]";"5";"0";"1";"\"[\"Berger des Shetland\",\"Colley\"]\"";"\"[\"5\"]\""
"406";"920609102";"11";"";\N;"1";"1";"";""
"407";"920609102";"12";"";\N;"1";"1";"";""
"296";"1006136164";"0";"";\N;"1";"0";"";""
"299";"1006136164";"2";"";\N;"1";"0";"";""
"306";"1006136164";"3";"";\N;"1";"1";"";""
"315";"1006136164";"8";"";\N;"1";"1";"";""
"318";"1006136164";"9";"";\N;"1";"1";"";""
"327";"1006136164";"13";"";\N;"1";"1";"";""
"289";"1067388875";"0";"\"Colley\"";"5";"0";"1";"\"[\"Colley\"]\"";"\"[\"5\"]\""
"304";"1067388875";"1";"[\"Beagle\",\"Foxhound\"]";"4";"0";"1";"\"[\"Beagle\",\"Foxhound\"]\"";"\"[\"4\"]\""
"310";"1067388875";"2";"\"Basset\"";"5";"0";"1";"\"[\"Basset\"]\"";"\"[\"5\"]\""
