"log_id";"user";"currenttrial";"img";"goodanswer";"answer";"answerhistory";"isgoodanswer";"certitude";"certitudeHistory";"timestamp";"time"
"332";"104548320";"6";"362";"Basset";"[""Beagle""]";"""[""Beagle""]""";"0";"1";"""[""1""]""";"1669219390241";"185795"
"324";"104548320";"1";"364";"Epagneul Breton";"[""Beagle"",""Foxhound""]";"""[""Beagle"",""Foxhound""]""";"0";"1";"""[""2"",""1""]""";"1669219390241";"61107"
"331";"104548320";"5";"365";"Epagneul Breton";"[""Epagneul Breton"",""Basset""]";"""[""Basset"",""Epagneul Breton""]""";"1";"2";"""[""2""]""";"1669219390241";"172001"
"328";"104548320";"3";"369";"Foxhound";"[""Epagneul Breton"",""Foxhound""]";"""[""Foxhound"",""Epagneul Breton""]""";"1";"1";"""[""1""]""";"1669219390241";"90304"
"333";"104548320";"7";"370";"Foxhound";"[""Beagle"",""Basset""]";"""[""Beagle"",""Basset""]""";"0";"1";"""[""1""]""";"1669219390241";"202561"
"79";"143402256";"1";"20";"Epagneul Breton";"[""Basset"",""Epagneul Breton"",""Foxhound"",""Beagle""]";"""[""Basset"",""Epagneul Breton"",""Foxhound"",""Beagle""]""";"1";"1";"""[""1""]""";"1669218161892";"103184"
"96";"143402256";"3";"22";"Foxhound";"[""Basset"",""Epagneul Breton"",""Foxhound"",""Beagle""]";"""[""Basset"",""Epagneul Breton"",""Foxhound"",""Beagle""]""";"1";"1";"""[""1""]""";"1669218161892";"141319"
"54";"143402256";"0";"23";"Beagle";"[""Epagneul Breton"",""Foxhound"",""Beagle""]";"""[""Epagneul Breton"",""Foxhound"",""Beagle""]""";"1";"4";"""[""4""]""";"1669218161892";"40916"
"105";"143402256";"5";"25";"Epagneul Breton";"[""Basset"",""Epagneul Breton"",""Foxhound"",""Beagle""]";"""[""Basset"",""Epagneul Breton"",""Foxhound"",""Beagle""]""";"1";"1";"""[""1""]""";"1669218161892";"167837"
"114";"143402256";"7";"26";"Foxhound";"[""Basset"",""Epagneul Breton"",""Foxhound"",""Beagle""]";"""[""Basset"",""Epagneul Breton"",""Foxhound"",""Beagle""]""";"1";"1";"""[""1""]""";"1669218161892";"199033"
"91";"143402256";"2";"29";"Basset";"[""Basset"",""Foxhound""]";"""[""Basset"",""Foxhound""]""";"1";"5";"""[""4"",""5""]""";"1669218161892";"127108"
"101";"143402256";"4";"32";"Beagle";"[""Epagneul Breton"",""Foxhound""]";"""[""Epagneul Breton"",""Foxhound""]""";"0";"4";"""[""4""]""";"1669218161892";"154414"
"109";"143402256";"6";"34";"Basset";"[""Basset"",""Foxhound""]";"""[""Basset"",""Foxhound""]""";"1";"4";"""[""4""]""";"1669218161892";"187139"
"378";"173150999";"0";"324";"Beagle";"[""Basset""]";"""[""Basset"",""Beagle""]""";"0";"6";"""[""6"",""3"",""6"",""6""]""";"1669220988133";"30159"
"380";"173150999";"2";"326";"Basset";"[""Beagle""]";"""[""Beagle""]""";"0";"5";"""[""6"",""5""]""";"1669220988133";"75970"
"382";"173150999";"4";"327";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"4";"""[""4""]""";"1669220988133";"104423"
"384";"173150999";"6";"341";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"6";"""[""6""]""";"1669220988133";"123486"
"381";"173150999";"3";"345";"Foxhound";"[""Foxhound""]";"""[""Foxhound""]""";"1";"6";"""[""6""]""";"1669220988133";"88031"
"379";"173150999";"1";"347";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1669220988133";"43437"
"385";"173150999";"7";"348";"Foxhound";"[""Foxhound""]";"""[""Foxhound""]""";"1";"5";"""[""5""]""";"1669220988133";"133846"
"383";"173150999";"5";"349";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""6"",""7""]""";"1669220988133";"112217"
"342";"190221839";"2";"262";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669219696246";"55330"
"348";"190221839";"6";"263";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669219696246";"83930"
"338";"190221839";"0";"285";"Beagle";"[""Beagle""]";"""[""Foxhound"",""Basset"",""Beagle""]""";"1";"7";"""[""7"",""7"",""7""]""";"1669219696246";"22041"
"344";"190221839";"4";"287";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1669219696246";"70108"
"340";"190221839";"1";"288";"Epagneul Breton";"[""Foxhound""]";"""[""Epagneul Breton"",""Foxhound""]""";"0";"5";"""[""5"",""5""]""";"1669219696246";"45811"
"346";"190221839";"5";"289";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1669219696246";"75907"
"343";"190221839";"3";"297";"Foxhound";"[""Foxhound""]";"""[""Foxhound""]""";"1";"7";"""[""7""]""";"1669219696246";"64486"
"349";"190221839";"7";"302";"Foxhound";"[""Foxhound""]";"""[""Foxhound""]""";"1";"7";"""[""7""]""";"1669219696246";"87266"
"298";"214154149";"2";"70";"Basset";"[""Basset"",""Beagle""]";"""[""Beagle"",""Basset""]""";"1";"5";"""[""5""]""";"1669219177909";"45442"
"310";"214154149";"6";"72";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"5";"""[""5""]""";"1669219177909";"121697"
"295";"214154149";"1";"74";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1669219177909";"34150"
"307";"214154149";"5";"79";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1669219177909";"109381"
"290";"214154149";"0";"96";"Beagle";"[""Basset"",""Foxhound""]";"""[""Foxhound"",""Basset""]""";"0";"5";"""[""5""]""";"1669219177909";"16828"
"306";"214154149";"4";"97";"Beagle";"[""Basset"",""Beagle""]";"""[""Basset"",""Beagle""]""";"1";"5";"""[""5""]""";"1669219177909";"92368"
"302";"214154149";"3";"103";"Foxhound";"[""Basset"",""Beagle""]";"""[""Basset"",""Beagle""]""";"0";"5";"""[""5""]""";"1669219177909";"74965"
"312";"214154149";"7";"105";"Foxhound";"[""Beagle"",""Foxhound""]";"""[""Beagle"",""Foxhound""]""";"1";"3";"""[""3""]""";"1669219177909";"138447"
"174";"218267808";"2";"80";"Basset";"[""Foxhound"",""Beagle"",""Epagneul Breton"",""Basset""]";"""[""Foxhound"",""Beagle"",""Epagneul Breton"",""Basset""]""";"1";"7";"""[""7""]""";"1669218610422";"67895"
"208";"218267808";"6";"83";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669218610422";"190439"
"162";"218267808";"1";"86";"Epagneul Breton";"[""Foxhound"",""Beagle"",""Epagneul Breton"",""Basset""]";"""[""Epagneul Breton"",""Basset"",""Beagle"",""Foxhound""]""";"1";"7";"""[""7""]""";"1669218610422";"48768"
"200";"218267808";"5";"89";"Epagneul Breton";"[""Foxhound"",""Beagle"",""Epagneul Breton"",""Basset""]";"""[""Epagneul Breton"",""Foxhound"",""Beagle"",""Basset""]""";"1";"7";"""[""7""]""";"1669218610422";"159512"
"185";"218267808";"3";"113";"Foxhound";"[""Foxhound"",""Beagle"",""Epagneul Breton"",""Basset""]";"""[""Epagneul Breton"",""Beagle"",""Foxhound"",""Basset""]""";"1";"7";"""[""7""]""";"1669218610422";"95768"
"152";"218267808";"0";"114";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"6";"""[""6""]""";"1669218610422";"20768"
"219";"218267808";"7";"116";"Foxhound";"[""Beagle""]";"""[""Beagle""]""";"0";"7";"""[""7""]""";"1669218610422";"226667"
"195";"218267808";"4";"118";"Beagle";"[""Foxhound"",""Beagle"",""Epagneul Breton"",""Basset""]";"""[""Foxhound"",""Beagle"",""Epagneul Breton"",""Basset""]""";"1";"7";"""[""7""]""";"1669218610422";"135440"
"5";"252958784";"0";"0";"Beagle";"[""Beagle""]";"""[""Beagle"",""Basset""]""";"1";"5";"""[""6"",""5""]""";"1669218023725";"37933"
"11";"252958784";"1";"1";"Epagneul Breton";"[""Foxhound"",""Epagneul Breton""]";"""[""Epagneul Breton"",""Foxhound""]""";"1";"5";"""[""5""]""";"1669218023725";"75962"
"17";"252958784";"2";"2";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"6";"""[""5"",""6""]""";"1669218023725";"99725"
"89";"252958784";"5";"3";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1669218023725";"261491"
"38";"252958784";"3";"4";"Foxhound";"[""Foxhound"",""Epagneul Breton"",""Beagle""]";"""[""Foxhound"",""Beagle"",""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1669218023725";"138365"
"104";"252958784";"7";"5";"Foxhound";"[""Foxhound"",""Beagle""]";"""[""Beagle"",""Foxhound""]""";"1";"6";"""[""5"",""6""]""";"1669218023725";"304583"
"72";"252958784";"4";"8";"Beagle";"[""Foxhound"",""Beagle""]";"""[""Foxhound"",""Beagle""]""";"1";"5";"""[""5""]""";"1669218023725";"229643"
"100";"252958784";"6";"13";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669218023725";"291916"
"33";"332344480";"2";"95";"Basset";"[""Beagle"",""Basset""]";"""[""Beagle"",""Basset""]""";"1";"6";"""[""6""]""";"1669218107976";"47663"
"61";"332344480";"6";"100";"Basset";"[""Beagle"",""Basset""]";"""[""Beagle"",""Basset""]""";"1";"5";"""[""5""]""";"1669218107976";"113087"
"20";"332344480";"0";"138";"Beagle";"[""Beagle"",""Basset""]";"""[""Beagle"",""Basset"",""Basset""]""";"1";"6";"""[""6""]""";"1669218107976";"23081"
"52";"332344480";"4";"139";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"5";"""[""5""]""";"1669218107976";"88755"
"41";"332344480";"3";"143";"Foxhound";"[""Foxhound""]";"""[""Foxhound""]""";"1";"3";"""[""3""]""";"1669218107976";"67147"
"29";"332344480";"1";"145";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1669218107976";"37307"
"70";"332344480";"7";"148";"Foxhound";"[""Foxhound"",""Beagle"",""Basset""]";"""[""Foxhound"",""Beagle"",""Basset"",""Foxhound""]""";"1";"6";"""[""6""]""";"1669218107976";"135617"
"56";"332344480";"5";"153";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1669218107976";"101986"
"345";"427737685";"2";"200";"Basset";"[""Epagneul Breton"",""Beagle""]";"""[""Epagneul Breton"",""Beagle""]""";"0";"4";"""[""4""]""";"1669219714439";"52844"
"352";"427737685";"6";"206";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669219714439";"104891"
"347";"427737685";"3";"235";"Foxhound";"[""Beagle"",""Foxhound""]";"""[""Foxhound"",""Beagle""]""";"1";"5";"""[""5""]""";"1669219714439";"65633"
"353";"427737685";"7";"238";"Foxhound";"[""Beagle"",""Foxhound""]";"""[""Foxhound"",""Beagle""]""";"1";"5";"""[""5""]""";"1669219714439";"112442"
"341";"427737685";"1";"244";"Epagneul Breton";"[""Foxhound""]";"""[""Foxhound""]""";"0";"4";"""[""4""]""";"1669219714439";"33294"
"339";"427737685";"0";"245";"Beagle";"[""Basset"",""Beagle""]";"""[""Basset"",""Beagle""]""";"1";"5";"""[""5""]""";"1669219714439";"17481"
"351";"427737685";"5";"250";"Epagneul Breton";"[""Epagneul Breton"",""Beagle""]";"""[""Epagneul Breton"",""Beagle""]""";"1";"5";"""[""5""]""";"1669219714439";"92415"
"350";"427737685";"4";"252";"Beagle";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"0";"6";"""[""6""]""";"1669219714439";"77450"
"150";"453574142";"1";"37";"Epagneul Breton";"[""Beagle""]";"""[""Beagle""]""";"0";"6";"""[""6""]""";"1669218529447";"92876"
"177";"453574142";"5";"38";"Epagneul Breton";"[""Epagneul Breton"",""Beagle""]";"""[""Epagneul Breton"",""Beagle""]""";"1";"5";"""[""5""]""";"1669218529447";"157647"
"157";"453574142";"2";"48";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"6";"""[""6""]""";"1669218529447";"112891"
"188";"453574142";"6";"51";"Basset";"[""Basset""]";"""[""Beagle"",""Basset""]""";"1";"6";"""[""6"",""7"",""6""]""";"1669218529447";"181729"
"138";"453574142";"0";"59";"Beagle";"[""Basset""]";"""[""Basset""]""";"0";"6";"""[""6""]""";"1669218529447";"14565"
"169";"453574142";"4";"62";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"5";"""[""5""]""";"1669218529447";"139102"
"160";"453574142";"3";"66";"Foxhound";"[""Foxhound"",""Epagneul Breton""]";"""[""Foxhound"",""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1669218529447";"125956"
"193";"453574142";"7";"77";"Foxhound";"[""Foxhound"",""Epagneul Breton""]";"""[""Foxhound"",""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1669218529447";"201478"
"30";"479047052";"1";"9";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1669218083753";"67234"
"43";"479047052";"3";"15";"Foxhound";"[""Beagle""]";"""[""Beagle""]""";"0";"7";"""[""7""]""";"1669218083753";"92190"
"50";"479047052";"5";"17";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1669218083753";"107645"
"14";"479047052";"0";"18";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"5";"""[""5""]""";"1669218083753";"34876"
"57";"479047052";"7";"19";"Foxhound";"[""Foxhound""]";"""[""Foxhound""]""";"1";"7";"""[""7""]""";"1669218083753";"126583"
"47";"479047052";"4";"21";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1669218083753";"102146"
"36";"479047052";"2";"27";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669218083753";"77498"
"55";"479047052";"6";"28";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669218083753";"120116"
"357";"483576811";"2";"278";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669219894801";"113470"
"362";"483576811";"6";"294";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669219894801";"176043"
"355";"483576811";"0";"305";"Beagle";"[""Beagle""]";"""[""Beagle"",""Foxhound"",""Foxhound"",""Beagle""]""";"1";"6";"""[""6"",""3"",""3"",""6"",""3"",""6"",""3"",""6"",""6""]""";"1669219894801";"51556"
"360";"483576811";"4";"307";"Beagle";"[""Beagle"",""Foxhound""]";"""[""Beagle"",""Foxhound""]""";"1";"5";"""[""5""]""";"1669219894801";"134454"
"358";"483576811";"3";"309";"Foxhound";"[""Beagle""]";"""[""Beagle""]""";"0";"7";"""[""7""]""";"1669219894801";"118550"
"356";"483576811";"1";"316";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1669219894801";"86360"
"363";"483576811";"7";"318";"Foxhound";"[""Beagle""]";"""[""Beagle""]""";"0";"7";"""[""7""]""";"1669219894801";"180889"
"361";"483576811";"5";"321";"Epagneul Breton";"[""Epagneul Breton"",""Foxhound""]";"""[""Beagle"",""Epagneul Breton"",""Foxhound""]""";"1";"3";"""[""3""]""";"1669219894801";"162140"
"73";"495853448";"2";"104";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669218205357";"48551"
"94";"495853448";"6";"106";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669218205357";"94211"
"63";"495853448";"0";"140";"Beagle";"[""Beagle""]";"""[""Beagle"",""Beagle""]""";"1";"7";"""[""7""]""";"1669218205357";"18156"
"86";"495853448";"4";"142";"Beagle";"[""Foxhound""]";"""[""Foxhound""]""";"0";"6";"""[""6""]""";"1669218205357";"76366"
"78";"495853448";"3";"152";"Foxhound";"[""Foxhound"",""Beagle""]";"""[""Foxhound"",""Beagle""]""";"1";"5";"""[""5""]""";"1669218205357";"58595"
"67";"495853448";"1";"156";"Epagneul Breton";"[""Foxhound"",""Epagneul Breton""]";"""[""Epagneul Breton"",""Foxhound""]""";"1";"5";"""[""5""]""";"1669218205357";"34998"
"98";"495853448";"7";"157";"Foxhound";"[""Foxhound"",""Beagle""]";"""[""Foxhound"",""Beagle""]""";"1";"5";"""[""5""]""";"1669218205357";"105565"
"93";"495853448";"5";"161";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1669218205357";"89574"
"268";"516960508";"1";"6";"Epagneul Breton";"[""Foxhound""]";"""[""Foxhound""]""";"0";"6";"""[""6""]""";"1669218986429";"104249"
"314";"516960508";"5";"7";"Epagneul Breton";"[""Beagle"",""Epagneul Breton""]";"""[""Epagneul Breton"",""Beagle""]""";"1";"5";"""[""5""]""";"1669218986429";"339261"
"301";"516960508";"3";"10";"Foxhound";"[""Beagle"",""Epagneul Breton""]";"""[""Beagle"",""Epagneul Breton""]""";"0";"4";"""[""4""]""";"1669218986429";"259191"
"326";"516960508";"7";"11";"Foxhound";"[""Beagle"",""Epagneul Breton""]";"""[""Beagle"",""Epagneul Breton""]""";"0";"4";"""[""4""]""";"1669218986429";"471366"
"256";"516960508";"0";"12";"Beagle";"[""Beagle"",""Epagneul Breton"",""Basset""]";"""[""Beagle"",""Epagneul Breton"",""Basset""]""";"1";"5";"""[""5""]""";"1669218986429";"33822"
"297";"516960508";"2";"14";"Basset";"[""Epagneul Breton"",""Basset""]";"""[""Epagneul Breton"",""Basset""]""";"1";"5";"""[""5""]""";"1669218986429";"235528"
"305";"516960508";"4";"16";"Beagle";"[""Beagle"",""Epagneul Breton"",""Basset""]";"""[""Foxhound"",""Basset"",""Epagneul Breton"",""Beagle""]""";"1";"4";"""[""4""]""";"1669218986429";"282081"
"323";"516960508";"6";"24";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669218986429";"452419"
"396";"517361440";"2";"381";"Basset";"[""Foxhound"",""Basset""]";"""[""Basset"",""Foxhound""]""";"1";"6";"""[""6""]""";"1669222038384";"76097"
"400";"517361440";"6";"385";"Basset";"[""Foxhound"",""Basset""]";"""[""Basset"",""Foxhound""]""";"1";"6";"""[""6""]""";"1669222038384";"170703"
"395";"517361440";"1";"390";"Epagneul Breton";"[""Epagneul Breton"",""Foxhound""]";"""[""Epagneul Breton"",""Foxhound""]""";"1";"6";"""[""6""]""";"1669222038384";"49685"
"394";"517361440";"0";"393";"Beagle";"[""Beagle"",""Foxhound""]";"""[""Beagle"",""Foxhound""]""";"1";"6";"""[""6""]""";"1669222038384";"19677"
"399";"517361440";"5";"396";"Epagneul Breton";"[""Epagneul Breton"",""Foxhound""]";"""[""Epagneul Breton"",""Foxhound""]""";"1";"6";"""[""6""]""";"1669222038384";"148552"
"397";"517361440";"3";"397";"Foxhound";"[""Beagle"",""Foxhound""]";"""[""Foxhound"",""Beagle""]""";"1";"6";"""[""6""]""";"1669222038384";"108649"
"398";"517361440";"4";"398";"Beagle";"[""Beagle"",""Foxhound""]";"""[""Beagle"",""Foxhound""]""";"1";"6";"""[""6""]""";"1669222038384";"130087"
"401";"517361440";"7";"399";"Foxhound";"[""Beagle"",""Foxhound""]";"""[""Beagle"",""Foxhound""]""";"1";"7";"""[""7""]""";"1669222038384";"205769"
"225";"566197037";"2";"154";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"6";"""[""6""]""";"1669218785001";"104212"
"250";"566197037";"6";"167";"Basset";"[""Basset"",""Beagle"",""Foxhound""]";"""[""Foxhound"",""Basset"",""Beagle""]""";"1";"5";"""[""5""]""";"1669218785001";"199501"
"230";"566197037";"3";"201";"Foxhound";"[""Beagle"",""Foxhound""]";"""[""Foxhound"",""Beagle""]""";"1";"3";"""[""3""]""";"1669218785001";"136658"
"257";"566197037";"7";"202";"Foxhound";"[""Basset"",""Epagneul Breton"",""Beagle"",""Foxhound""]";"""[""Basset"",""Epagneul Breton"",""Beagle"",""Foxhound""]""";"1";"1";"""[""1""]""";"1669218785001";"235294"
"213";"566197037";"0";"207";"Beagle";"[""Beagle"",""Foxhound""]";"""[""Foxhound"",""Beagle""]""";"1";"6";"""[""6""]""";"1669218785001";"27329"
"221";"566197037";"1";"208";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1669218785001";"57178"
"241";"566197037";"5";"210";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1669218785001";"174714"
"235";"566197037";"4";"212";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"6";"""[""6""]""";"1669218785001";"159786"
"237";"576775126";"2";"135";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669218822622";"123436"
"246";"576775126";"6";"144";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669218822622";"153547"
"222";"576775126";"0";"164";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"5";"""[""5""]""";"1669218822622";"20198"
"243";"576775126";"4";"177";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1669218822622";"142192"
"240";"576775126";"3";"181";"Foxhound";"[""Epagneul Breton"",""Foxhound""]";"""[""Foxhound"",""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1669218822622";"132349"
"232";"576775126";"1";"182";"Epagneul Breton";"[""Epagneul Breton"",""Foxhound""]";"""[""Epagneul Breton"",""Foxhound""]""";"1";"5";"""[""5""]""";"1669218822622";"112745"
"249";"576775126";"7";"184";"Foxhound";"[""Foxhound""]";"""[""Foxhound""]""";"1";"5";"""[""5""]""";"1669218822622";"161273"
"245";"576775126";"5";"188";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1669218822622";"150034"
"372";"582146047";"2";"146";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"5";"""[""5""]""";"1669220386258";"85845"
"376";"582146047";"6";"147";"Basset";"[""Beagle"",""Basset"",""Foxhound""]";"""[""Basset"",""Beagle"",""Foxhound""]""";"1";"5";"""[""5""]""";"1669220386258";"179143"
"370";"582146047";"0";"183";"Beagle";"[""Basset"",""Epagneul Breton""]";"""[""Basset"",""Epagneul Breton"",""Basset""]""";"0";"5";"""[""5""]""";"1669220386258";"33534"
"373";"582146047";"3";"185";"Foxhound";"[""Beagle"",""Foxhound""]";"""[""Beagle"",""Foxhound""]""";"1";"5";"""[""5""]""";"1669220386258";"120704"
"377";"582146047";"7";"186";"Foxhound";"[""Epagneul Breton"",""Foxhound""]";"""[""Epagneul Breton"",""Foxhound""]""";"1";"5";"""[""5""]""";"1669220386258";"206798"
"371";"582146047";"1";"189";"Epagneul Breton";"[""Beagle"",""Epagneul Breton""]";"""[""Beagle"",""Epagneul Breton""]""";"1";"5";"""[""5""]""";"1669220386258";"66323"
"375";"582146047";"5";"196";"Epagneul Breton";"[""Epagneul Breton"",""Foxhound""]";"""[""Epagneul Breton"",""Foxhound""]""";"1";"5";"""[""5""]""";"1669220386258";"160051"
"374";"582146047";"4";"198";"Beagle";"[""Beagle"",""Foxhound""]";"""[""Beagle"",""Foxhound""]""";"1";"4";"""[""4""]""";"1669220386258";"139481"
"127";"634056816";"2";"315";"Basset";"[""Beagle""]";"""[""Beagle""]""";"0";"5";"""[""5""]""";"1669218346386";"123201"
"113";"634056816";"0";"322";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"6";"""[""6""]""";"1669218346386";"14471"
"132";"634056816";"4";"323";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1669218346386";"170309"
"136";"634056816";"6";"325";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669218346386";"190202"
"130";"634056816";"3";"338";"Foxhound";"[""Foxhound""]";"""[""Foxhound""]""";"1";"6";"""[""6""]""";"1669218346386";"149393"
"139";"634056816";"7";"339";"Foxhound";"[""Foxhound""]";"""[""Foxhound""]""";"1";"5";"""[""5""]""";"1669218346386";"205172"
"122";"634056816";"1";"340";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1669218346386";"69619"
"134";"634056816";"5";"342";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"7";"""[""7""]""";"1669218346386";"181633"
"10";"637932881";"2";"121";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669217989853";"107624"
"53";"637932881";"6";"128";"Basset";"[""Basset""]";"""[""Basset""]""";"1";"7";"""[""7""]""";"1669217989853";"207456"
"3";"637932881";"0";"158";"Beagle";"[""Beagle""]";"""[""Beagle""]""";"1";"7";"""[""7""]""";"1669217989853";"34323"
"34";"637932881";"4";"159";"Beagle";"[""Foxhound""]";"""[""Foxhound""]""";"0";"7";"""[""7""]""";"1669217989853";"168195"
"6";"637932881";"1";"166";"Epagneul Breton";"[""Epagneul Breton""]";"""[""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1669217989853";"72027"
"16";"637932881";"3";"172";"Foxhound";"[""Foxhound"",""Epagneul Breton""]";"""[""Foxhound"",""Epagneul Breton""]""";"1";"6";"""[""6""]""";"1669217989853";"131745"
